,displayName,tags,major_tags
1151,Kri Kri,"['Food & Beverage', 'consumer goods', 'nutrition']",['Food & Beverage']
1152,Function1,"['Business Products & Services', 'cybersecurity', 'infrastructure', 'security', 'data management', 'it services', 'Technology', 'app development']","['Business Products & Services', 'Technology']"
1153,Scandinavian Tobacco,"['tobacco', 'consumer goods', 'Manufacturing & Industrial', 'accessories']",['Manufacturing & Industrial']
1154,Nilorngruppen,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'packaging', 'security']",['Manufacturing & Industrial']
1155,Svedbergs,"['consumer goods', 'Manufacturing & Industrial', 'home improvement', 'accessories', 'home & garden', 'furniture']",['Manufacturing & Industrial']
1156,Swedol,"['consumer goods', 'accessories', 'building materials', 'distribution', 'Retail']",['Retail']
1157,Celik Halat,"['consumer goods', 'metal products', 'Manufacturing & Industrial', 'distribution']",['Manufacturing & Industrial']
1158,Vincenzo Zucchi,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'home & garden']",['Manufacturing & Industrial']
1159,Funkwerk,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'communication equipment', 'telecommunications', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1160,Socfinaf,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'sustainability', 'farming', 'Retail', 'Agriculture', 'agritech']","['Manufacturing & Industrial', 'Retail', 'Agriculture']"
1161,Invisio Communications,"['consumer goods', 'electronics', 'safety', 'Manufacturing & Industrial', 'consumer electronics', 'communication equipment', 'accessories', 'distribution', 'protective equipment', 'audio', 'telecommunications']",['Manufacturing & Industrial']
1162,Minerva Knitwear,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'lifestyle', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
1163,Priceprice.com,"['electronics', 'consumer products & services', 'consumer electronics', 'price comparison', 'Technology']",['Technology']
1164,Bygghemma Group First,"['consumer goods', 'home improvement', 'home & garden', 'ecommerce', 'Retail', 'furniture']",['Retail']
1165,Food Service Group,"['Food & Beverage', 'consumer goods', 'nutrition']",['Food & Beverage']
1166,Green Park Brands,"['Food & Beverage', 'consumer goods', 'health & beauty', 'fitness & wellness']",['Food & Beverage']
1167,Anstel,"['consumer goods', 'accessories', 'toys', 'distribution', 'ecommerce', 'clothing', 'kids', 'Retail', 'footwear', 'furniture']",['Retail']
1168,Essel Group,"['consumer goods', 'health & beauty', 'cosmetics', 'Healthcare']",['Healthcare']
1169,Ecologic Designs,"['consumer goods', 'recycling', 'Retail', 'bcorp']",['Retail']
1170,BSX Athletics,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'fitness & wellness', 'Technology']","['Manufacturing & Industrial', 'Technology']"
1171,Networks International Corporation,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'electronic components']",['Manufacturing & Industrial']
1172,Astrocom Electronics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'cable provider', 'consumer electronics', 'communication equipment', 'aerospace']",['Manufacturing & Industrial']
1173,Wideband Systems,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'aerospace']",['Manufacturing & Industrial']
1174,DIANA Group,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'kids', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial']"
1175,Cyprus Trading Corporation,"['tobacco', 'consumer goods', 'electronics', 'consumer electronics', 'heavy equipment', 'distribution', 'art', 'property finance', 'vehicles', 'property management', 'Retail', 'department stores']",['Retail']
1176,Linz Textil Holding,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'clothing']",['Manufacturing & Industrial']
1177,Nuluv,"[""women's health"", 'consumer goods', 'distribution', 'home care', 'ecommerce', 'platform', 'kids', 'Retail']",['Retail']
1178,LoopUp,"['Mobile & Telecommunications', 'enterprise software', 'video technology', 'Technology', 'video conference', 'video', 'mobile app']","['Mobile & Telecommunications', 'Technology']"
1179,Evolution Design Systems,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'ecommerce', 'identity management']",['Manufacturing & Industrial']
1180,MicroCentric,"['consumer goods', 'Manufacturing & Industrial', 'machinery', 'manufacturing equipment', 'mechanical components', 'engineering']",['Manufacturing & Industrial']
1181,Jan-Al Cases,"['consumer goods', 'Manufacturing & Industrial', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1182,Gibson & Barnes,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'clothing']",['Manufacturing & Industrial']
1183,Purdy Electronics Corporation,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
1184,Web Commerce Partners,"['consumer goods', 'consumer products & services', 'distribution', 'ecommerce', 'Retail']",['Retail']
1185,San Jose Boiler Works,"['consumer goods', 'manufacturing equipment', 'building materials', 'Real Estate & Construction', 'Retail']","['Real Estate & Construction', 'Retail']"
1186,Work Tools International,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'distribution']",['Manufacturing & Industrial']
1187,Galeton,"['consumer goods', 'safety', 'distribution', 'protective equipment', 'clothing', 'Retail', 'footwear']",['Retail']
1188,Galeton,"['consumer goods', 'safety', 'distribution', 'protective equipment', 'clothing', 'Retail', 'footwear']",['Retail']
1189,Parr Instrument,"['medical diagnostics', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'medical devices', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']"
1190,Singer Equipment,"['consumer goods', 'consumer products & services', 'machinery', 'Business Products & Services', 'project management', 'manufacturing equipment', 'distribution', 'restaurant', 'interior design', 'Retail']","['Business Products & Services', 'Retail']"
1191,Best Source Electronics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'communication equipment', 'cables']",['Manufacturing & Industrial']
1192,Amglo Kemlite Laboratories,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'lighting']",['Manufacturing & Industrial']
1193,DARE Electronics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'mechanical components', 'sensors', 'electronic components']",['Manufacturing & Industrial']
1194,Diamond Water Systems,"['consumer goods', 'Manufacturing & Industrial', 'machinery', 'water', 'manufacturing equipment', 'waste management']",['Manufacturing & Industrial']
1195,Suburban Wholesale Lighting,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'home improvement', 'project management', 'lighting', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1196,Textum,"['consumer goods', 'metal products', 'Manufacturing & Industrial', 'textiles', 'clothing']",['Manufacturing & Industrial']
1197,HLF Distributing,"['consumer goods', 'distribution', 'vehicles', 'Retail']",['Retail']
1198,United Innovations,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'packaging']",['Manufacturing & Industrial']
1199,Critical Vac Filtration,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'cleantech']",['Manufacturing & Industrial']
1200,Coplan & Coplan,"['consumer goods', 'art', 'Retail']",['Retail']
1201,Symbiote,"['consumer goods', 'Manufacturing & Industrial', 'furniture']",['Manufacturing & Industrial']
1202,Microscope World,"['consumer goods', 'Manufacturing & Industrial', 'optics']",['Manufacturing & Industrial']
1203,Supracor,"['consumer goods', 'safety', 'Manufacturing & Industrial', 'accessories', 'recycling', 'sustainability', 'clothing', 'furniture']",['Manufacturing & Industrial']
1204,Emblem Enterprises,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1205,Welch Fluorocarbon,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'plastic', 'machinery', 'packaging']",['Manufacturing & Industrial']
1206,Custom Case Company,"['consumer goods', 'Manufacturing & Industrial', 'plastic', 'packaging']",['Manufacturing & Industrial']
1207,ALL Magnetics,"['consumer goods', 'electronics', 'metal products', 'Manufacturing & Industrial', 'consumer electronics', 'machinery']",['Manufacturing & Industrial']
1208,Wholesale Marine,"['consumer goods', 'electronics', 'accessories', 'distribution', 'mechanical components', 'ecommerce', 'lighting', 'marine', 'vehicles', 'electric vehicles', 'Retail', 'electronic components']",['Retail']
1209,BeiBei,"['consumer goods', 'ecommerce', 'clothing', 'platform', 'kids', 'Technology', 'Retail']","['Technology', 'Retail']"
1210,West Shore Distributors,"['printing', 'consumer goods', 'consumer products & services', 'distribution', 'Retail']",['Retail']
1211,Acorn Office Products,"['consumer goods', 'distribution', 'Retail', 'furniture']",['Retail']
1212,Vision Components,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'electronic components']",['Manufacturing & Industrial']
1213,Microscope.com,"['consumer goods', 'distribution', 'optics', 'Retail']",['Retail']
1214,Star Poly Bag,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'plastic', 'packaging']",['Manufacturing & Industrial']
1215,American Floor Mats,"['flooring', 'consumer goods', 'Manufacturing & Industrial', 'home improvement', 'home & garden']",['Manufacturing & Industrial']
1216,McGean,"['consumer goods', 'Manufacturing & Industrial', 'maritime', 'aviation', 'chemicals']",['Manufacturing & Industrial']
1217,So-Low Environmental Equipment,"['consumer goods', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial']
1218,Silicon Imaging,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'optics', 'video technology', 'video']",['Manufacturing & Industrial']
1219,BIDWELL Industrial Group,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'mechanical components', 'engineering']",['Manufacturing & Industrial']
1220,Washington Professional Systems,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'sound', 'engineering', 'telecommunications', 'video']",['Manufacturing & Industrial']
1221,GVS Enterprises,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'cables', 'distribution', 'security', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1222,Supply Hero,"['consumer goods', 'Business Products & Services']",['Business Products & Services']
1223,West Shore Distributors,"['printing', 'consumer goods', 'consumer products & services', 'distribution', 'Retail']",['Retail']
1224,Acorn Office Products,"['consumer goods', 'distribution', 'Retail', 'furniture']",['Retail']
1225,Electrix International,"['Manufacturing & Industrial', 'manufacturing equipment', 'cables']",['Manufacturing & Industrial']
1226,Aqueous Technologies Corporation,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
1227,JM Canty,"['consumer goods', 'electronics', 'metal products', 'Manufacturing & Industrial', 'machinery', 'manufacturing equipment', 'electronic components']",['Manufacturing & Industrial']
1228,Orenco Composites,"['consumer goods', 'Manufacturing & Industrial', 'building materials', 'advanced materials']",['Manufacturing & Industrial']
1229,Phoenix Rope and Cordage,"['consumer goods', 'Manufacturing & Industrial', 'manufacturing equipment']",['Manufacturing & Industrial']
1230,Liberty Office Products,"['consumer goods', 'accessories', 'distribution', 'Retail', 'furniture']",['Retail']
1231,Trek Equipment Corporation,"['consumer goods', 'Business Products & Services', 'distribution', 'Retail', 'rental']","['Business Products & Services', 'Retail']"
1232,Sonfarrel Aerospace,"['printing', 'metal products', 'Manufacturing & Industrial', 'machinery', 'mechanical components', 'aerospace', '3d printing']",['Manufacturing & Industrial']
1233,Delkn,"['brand creation', 'outsourcing', 'website design', 'it services', 'Technology', 'app development', 'search']",['Technology']
1234,Brown and Perkins,"['consumer goods', 'metal products', 'home improvement', 'building materials', 'cables', 'Real Estate & Construction', 'Retail']","['Real Estate & Construction', 'Retail']"
1235,Polyplastic Forms,"['consumer goods', 'electronics', 'metal products', 'Manufacturing & Industrial', 'consumer electronics', 'plastic', 'Business Products & Services']","['Manufacturing & Industrial', 'Business Products & Services']"
1236,Displays & Optical Technologies,"['consumer goods', 'Manufacturing & Industrial', 'optics']",['Manufacturing & Industrial']
1237,Fabric Development,"['consumer goods', 'Manufacturing & Industrial', 'textiles']",['Manufacturing & Industrial']
1238,WECsys,"['consumer goods', 'electronics', 'distribution', 'Retail', 'supply chain', 'furniture']",['Retail']
1239,Moffatt Products,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'lighting']",['Manufacturing & Industrial']
1240,American Marking,"['printing', 'consumer goods', 'Retail']",['Retail']
1241,Jacknob,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
1242,Magnetic Concepts,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics']",['Manufacturing & Industrial']
1243,Ash Love-Less Company,"['consumer goods', 'Manufacturing & Industrial', 'cleantech']",['Manufacturing & Industrial']
1244,Corder Products,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
1245,Caprice Electronics,"['consumer goods', 'plastic', 'distribution', 'Retail', 'fabrication tools', 'electronic components']",['Retail']
1246,Access Hardware Supply,"['consumer goods', 'electronics', 'consumer electronics', 'home improvement', 'distribution', 'mechanical components', 'Retail']",['Retail']
1247,Tejas Office Products,"['consumer goods', 'consumer products & services', 'distribution', 'Retail', 'supply chain']",['Retail']
1248,Optimax Systems,"['consumer goods', 'Manufacturing & Industrial', 'optics']",['Manufacturing & Industrial']
1249,GlobalTech Industries,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
1250,Interworld Highway,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'audio', 'video']",['Manufacturing & Industrial']
1251,DVC Company,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'optics', 'Real Estate & Construction', 'mechanical components', 'engineering', 'imaging']","['Manufacturing & Industrial', 'Real Estate & Construction']"
1252,Space Optics Research,"['consumer goods', 'Manufacturing & Industrial', 'optics', 'defense', 'aerospace']",['Manufacturing & Industrial']
1253,Starlite Industries,"['consumer goods', 'Manufacturing & Industrial', 'manufacturing equipment', 'building materials']",['Manufacturing & Industrial']
1254,Miller Waste Mills,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'recycling', 'sustainability', 'waste management']",['Manufacturing & Industrial']
1255,Advanced Glass Industries,"['consumer goods', 'Manufacturing & Industrial', 'medical devices', 'manufacturing equipment', 'optics']",['Manufacturing & Industrial']
1256,CHawk Technology International,"['consumer goods', 'Manufacturing & Industrial', 'plastic', 'manufacturing equipment']",['Manufacturing & Industrial']
