,displayName,tags,major_tags
340,mNectar,"['streaming', 'Technology', 'consumer software', 'mobile app']",['Technology']
341,Seventh Generation,"[""women's health"", 'consumer goods', 'Manufacturing & Industrial', 'home care', 'kids', 'chemicals']",['Manufacturing & Industrial']
342,Aspire Beverage,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'Healthcare', 'fitness & wellness', 'nutrition']","['Manufacturing & Industrial', 'Healthcare']"
343,Meyer Sound,"['media', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'audio']",['Manufacturing & Industrial']
344,Takealot,"['consumer goods', 'electronics', 'consumer electronics', 'home & garden', 'ecommerce', 'Retail', 'fashion']",['Retail']
345,Everything But The House,"['auction', 'consumer goods', 'ecommerce', 'Retail', 'marketplace']",['Retail']
346,BumBoosa,"['consumer goods', 'Manufacturing & Industrial', 'renewables', 'kids', 'bcorp']",['Manufacturing & Industrial']
347,Coop Group,"['Food & Beverage', 'groceries', 'consumer goods', 'textiles', 'supermarkets', 'Retail']","['Food & Beverage', 'Retail']"
348,Dapple,"['consumer goods', 'Manufacturing & Industrial', 'home care', 'kids']",['Manufacturing & Industrial']
349,Goddess Garden,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'Healthcare', 'bcorp']","['Manufacturing & Industrial', 'Healthcare']"
350,NurturMe,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial']"
351,Prosperity Candle,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'interior design', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
352,e.l.f. Cosmetics,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'pharmacy', 'pharma', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
353,Good Clean Love,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'Healthcare', 'bcorp']","['Manufacturing & Industrial', 'Healthcare']"
354,Slyde Handboards,"['consumer goods', 'sport', 'ecommerce', 'Retail']",['Retail']
355,Keen Home,"['consumer goods', 'artificial intelligence', 'Manufacturing & Industrial', 'automation', 'art', 'smart home', 'internet of things']",['Manufacturing & Industrial']
356,Fred Water,"['consumer goods', 'Manufacturing & Industrial', 'water']",['Manufacturing & Industrial']
357,H-E-B,"['groceries', 'consumer goods', 'Marketing', 'ecommerce', 'clothing', 'platform', 'marketplace']",['Marketing']
358,Lafes,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'ecommerce', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
359,Razorpay,"['Financial Services', 'banks', 'payments']",['Financial Services']
360,Smyths Toys,"['consumer goods', 'games', 'Retail']",['Retail']
361,Nutrabolt,"['consumer goods', 'Manufacturing & Industrial', 'Healthcare', 'fitness & wellness']","['Manufacturing & Industrial', 'Healthcare']"
362,Pacific Radio,"['media', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'radio']",['Manufacturing & Industrial']
363,Murphy's Naturals,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
364,LetsTango.com,"['consumer goods', 'ecommerce', 'Retail', 'marketplace']",['Retail']
365,Ahold Delhaize,"['Food & Beverage', 'groceries', 'consumer goods', 'spirits', 'supermarkets', 'Retail']","['Food & Beverage', 'Retail']"
366,Bose,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'sport', 'Automotive & Transportation', 'audio', 'appliances', 'it services']","['Manufacturing & Industrial', 'Automotive & Transportation']"
367,Swisher,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'consumer chemistry', 'distribution', 'packaging']",['Manufacturing & Industrial']
368,Eyecam (eyeHand),"['consumer goods', 'Technology', 'wearables']",['Technology']
369,Sunglass Hut,"['consumer goods', 'ecommerce', 'Retail', 'fashion']",['Retail']
370,Alltricks,"['consumer goods', 'sport', 'ecommerce', 'Retail']",['Retail']
371,Tog+Porter,"['consumer goods', 'clothing', 'Retail', 'fashion']",['Retail']
372,Haier,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances', 'hvac']",['Manufacturing & Industrial']
373,ManoMano,"['consumer goods', 'home improvement', 'home & garden', 'ecommerce', 'platform', 'Retail', 'marketplace']",['Retail']
374,Squatty Potty,"['consumer goods', 'Manufacturing & Industrial', 'healthtech', 'fitness & wellness']",['Manufacturing & Industrial']
375,Rifle Paper Co.,"['paper and packaging', 'consumer goods', 'packaging', 'ecommerce', 'interior design', 'Retail']",['Retail']
376,Yamibuy,"['consumer goods', 'ecommerce', 'Retail', 'marketplace']",['Retail']
377,Bragi,"['consumer goods', 'Manufacturing & Industrial', 'audio', 'Technology']","['Manufacturing & Industrial', 'Technology']"
378,Surya,"['consumer goods', 'Manufacturing & Industrial', 'interior design', 'Retail']","['Manufacturing & Industrial', 'Retail']"
379,Balsam Hill,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
380,Kaufmann Mercantile,"['consumer goods', 'accessories', 'distribution', 'home & garden', 'ecommerce', 'Retail', 'furniture']",['Retail']
381,Quality Logo Products,"['consumer goods', 'Marketing', 'advertising']",['Marketing']
382,Plum Organics,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'Healthcare', 'kids', 'bcorp', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial', 'Healthcare']"
383,Vector Watch,"['consumer goods', 'Technology', 'wearables', 'mobile app']",['Technology']
384,Higher Grounds,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'beverages', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
385,Erbaviva,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'kids', 'bcorp']",['Manufacturing & Industrial']
386,Leon Speakers,"['consumer goods', 'electronics', 'distribution', 'audio', 'Retail']",['Retail']
387,BRANDLESS,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'ecommerce', 'Retail', 'fashion']","['Manufacturing & Industrial', 'Retail']"
388,Fabletics,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'lifestyle', 'Retail', 'footwear']",['Retail']
389,Honey-Can-Do International,"['consumer goods', 'interior design', 'Retail']",['Retail']
390,Shopfully Group,"['Technology', 'Retail', 'app development']","['Technology', 'Retail']"
391,Give Something Back,"['consumer goods', 'Business Products & Services', 'Retail', 'bcorp']","['Business Products & Services', 'Retail']"
392,ClickStop,"['consumer goods', 'ecommerce', 'lighting', 'Retail']",['Retail']
393,Stitch Fix,"['accessories', 'delivery', 'ecommerce', 'clothing', 'platform', 'Technology', 'Retail', 'fashion']","['Technology', 'Retail']"
394,Helloprint,"['printing', 'consumer goods', 'ecommerce', 'platform', 'Retail']",['Retail']
395,Lollicup USA,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'plastic', 'packaging']","['Food & Beverage', 'Manufacturing & Industrial']"
396,Simba Sleep,"['mattress', 'consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
397,Max Mara,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'Retail', 'fashion', 'footwear']","['Manufacturing & Industrial', 'Retail']"
398,Mid-Atlantic ProTel,"['consumer goods', 'wireless', 'Retail', 'used goods', 'mobile app']",['Retail']
399,Altyor,"['consumer goods', 'Manufacturing & Industrial', 'supply chain management', 'holding company', 'supply chain']",['Manufacturing & Industrial']
400,Bulletin,"['consumer goods', 'ecommerce', 'Retail', 'sharing economy', 'marketplace']",['Retail']
401,My 1st Years,"['consumer goods', 'toys', 'ecommerce', 'kids', 'gifts', 'Retail']",['Retail']
402,Brasserie New Deal Brewing Co.,"['beer', 'consumer goods', 'Manufacturing & Industrial', 'bcorp']",['Manufacturing & Industrial']
403,Foxtail Coffee,"['Food & Beverage', 'consumer goods', 'ecommerce', 'Retail']","['Food & Beverage', 'Retail']"
404,Seiko Epson,"['printing', 'electronics', 'Manufacturing & Industrial', 'watches', 'wearables']",['Manufacturing & Industrial']
405,ecobee,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'energy services', 'home improvement', 'wireless', 'sustainability', 'internet of things', 'Energy & Utilities']","['Manufacturing & Industrial', 'Energy & Utilities']"
406,WMF Group,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'home & garden', 'appliances']","['Food & Beverage', 'Manufacturing & Industrial']"
407,Cuppow,"['consumer goods', 'Manufacturing & Industrial', 'fitness & wellness', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
408,Love Child Organics,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'kids', 'bcorp', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial']"
409,Chuck & Don's,"['consumer goods', 'pets', 'Retail', 'nutrition']",['Retail']
410,Bureo,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
411,Lakeland Financial,"['investment management', 'mortgages', 'holding company', 'insurance', 'Financial Services', 'brokerage', 'commercial banks', 'banks']",['Financial Services']
412,Parker's,"['consumer goods', 'supermarkets', 'Retail']",['Retail']
413,Shopsurya,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
414,Teatulia Organic Teas,"['Food & Beverage', 'consumer goods', 'Retail', 'bcorp']","['Food & Beverage', 'Retail']"
415,Preserve,"['consumer goods', 'recycling', 'Retail', 'bcorp']",['Retail']
416,LWRC International,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'accessories', 'firearms', 'defense', 'aerospace']",['Manufacturing & Industrial']
417,LiveChat,"['consumer goods', 'consumer products & services', 'ecommerce', 'marketplace']",[]
418,Shanghai Industrial Holdings,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
419,BlueAvocado,"['consumer goods', 'Retail', 'bcorp']",['Retail']
420,U Konserve,"['consumer goods', 'Manufacturing & Industrial', 'bcorp']",['Manufacturing & Industrial']
421,Looptworks,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'clothing', 'Retail', 'fashion', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
422,Simply Gum,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial']","['Food & Beverage', 'Manufacturing & Industrial']"
423,Yellow Leaf Hammocks,"['consumer goods', 'Manufacturing & Industrial', 'bcorp']",['Manufacturing & Industrial']
424,Dolphin Blue,"['paper and packaging', 'consumer goods', 'recycling', 'packaging', 'ecommerce', 'Retail', 'bcorp']",['Retail']
425,L&M Fleet Supply,"['consumer goods', 'home improvement', 'toys', 'distribution', 'home & garden', 'ecommerce', 'clothing', 'Retail']",['Retail']
426,Schnuck,"['consumer goods', 'pharmacy', 'pharma', 'supermarkets', 'Retail']",['Retail']
427,Wallaroo,"['consumer goods', 'clothing', 'Retail', 'fashion', 'bcorp']",['Retail']
428,Cupanion,"['consumer goods', 'Manufacturing & Industrial', 'bcorp']",['Manufacturing & Industrial']
429,Aygaz,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'electricity', 'oil', 'oil & gas', 'petroleum', 'transportation', 'Retail', 'Energy & Utilities']","['Manufacturing & Industrial', 'Retail', 'Energy & Utilities']"
430,Tricae,"['consumer goods', 'toys', 'kids', 'Retail', 'fashion']",['Retail']
431,New Leaf Paper,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'distribution', 'packaging']",['Manufacturing & Industrial']
432,Beraca,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics']",['Manufacturing & Industrial']
433,Silego Technology,"['Manufacturing & Industrial', 'semiconductors', 'Technology', 'electronic components']","['Manufacturing & Industrial', 'Technology']"
434,Mary Kay,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'Retail']","['Manufacturing & Industrial', 'Retail']"
435,Hobby Lobby,"['consumer goods', 'distribution', 'ecommerce', 'jewellery', 'interior design', 'Retail', 'wearables']",['Retail']
436,Dispatchr,"['traveltech', 'Travel & Leisure', 'platform']",['Travel & Leisure']
437,1-800 Contacts,"['consumer goods', 'optics', 'ecommerce', 'Retail']",['Retail']
438,STRATACACHE,"['content advertising', 'Marketing', 'display advertising', 'advertising', 'Technology', 'video', 'mobile app']","['Marketing', 'Technology']"
439,Eby-Brown,"['tobacco', 'Food & Beverage', 'consumer goods', 'distribution', 'Retail']","['Food & Beverage', 'Retail']"
440,Equip Outdoor Technologies,"['Manufacturing & Industrial', 'sport', 'accessories']",['Manufacturing & Industrial']
441,Parachute Home,"['consumer goods', 'interior design', 'Retail', 'furniture']",['Retail']
442,Mamava,"['consumer goods', 'Retail', 'bcorp']",['Retail']
443,Energy Recovery,"['Manufacturing & Industrial', 'energy services', 'Energy & Utilities']","['Manufacturing & Industrial', 'Energy & Utilities']"
444,Narragansett Brewing Company,"['beer', 'consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
445,Greenlight Planet,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'renewables', 'solar']",['Manufacturing & Industrial']
446,PackIt,"['consumer goods', 'Retail']",['Retail']
447,Babo Botanicals,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'bcorp']",['Manufacturing & Industrial']
448,Sealy Corporation,"['mattress', 'consumer goods', 'Manufacturing & Industrial', 'home improvement', 'home & garden']",['Manufacturing & Industrial']
449,Memebox,"['consumer goods', 'health & beauty', 'cosmetics', 'ecommerce', 'Retail']",['Retail']
450,Ajinomoto,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'pharmacy', 'pharma', 'Healthcare', 'chemicals', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial', 'Healthcare']"
451,Eurocash,"['Food & Beverage', 'consumer goods', 'consumer products & services', 'distribution', 'Financial Services', 'logistics']","['Food & Beverage', 'Financial Services']"
452,Phydeaux,"['consumer goods', 'pets', 'Retail', 'nutrition']",['Retail']
453,Better Way Imports,"['consumer goods', 'accessories', 'ecommerce', 'clothing', 'Retail', 'bcorp']",['Retail']
454,Ritual,"['consumer goods', 'Healthcare', 'supplements', 'ecommerce']",['Healthcare']
455,Kraftly,"['consumer goods', 'ecommerce', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']"
456,Susty Party,"['consumer goods', 'Manufacturing & Industrial', 'recycling', 'renewables', 'bcorp']",['Manufacturing & Industrial']
457,Andes Mountain Water,"['consumer goods', 'Manufacturing & Industrial', 'water', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
458,RPI (Reischling Press),"['printing', 'consumer goods', 'Manufacturing & Industrial', 'photography']",['Manufacturing & Industrial']
459,Grohe,"['mattress', 'consumer goods', 'Manufacturing & Industrial', 'home improvement', 'home & garden']",['Manufacturing & Industrial']
460,Jollibee Foods,"['Food & Beverage', 'consumer goods', 'restaurant']",['Food & Beverage']
461,Bed Bandits,"['mattress', 'consumer goods', 'ecommerce', 'Retail', 'bcorp']",['Retail']
462,RageOn,"['printing', 'consumer goods', 'ecommerce', 'clothing', 'Retail', 'marketplace']",['Retail']
463,Brooklinen,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'interior design', 'Retail']","['Manufacturing & Industrial', 'Retail']"
464,Souq.com,"['consumer goods', 'distribution', 'ecommerce', 'clothing', 'Retail']",['Retail']
465,Jewett-Cameron Company,"['consumer goods', 'Manufacturing & Industrial', 'delivery', 'Retail']","['Manufacturing & Industrial', 'Retail']"
466,P.L.A.Y.,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'pets', 'bcorp']",['Manufacturing & Industrial']
467,Boll & Branch,"['consumer goods', 'textiles', 'home & garden', 'ecommerce', 'Retail']",['Retail']
468,BabyEarth,"['consumer goods', 'distribution', 'ecommerce', 'Retail']",['Retail']
469,Sir Kensington’s,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial']"
470,WakaWaka,"['consumer goods', 'electronics', 'consumer electronics', 'Technology', 'bcorp']",['Technology']
471,QKL Stores,"['consumer goods', 'art', 'supermarkets', 'Retail', 'department stores']",['Retail']
472,Clarus Corporation,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'engineering']",['Manufacturing & Industrial']
473,Eczacıbası,"['mining', 'conglomerates', 'consumer goods', 'Business Products & Services', 'building materials', 'pharma', 'Healthcare', 'Real Estate & Construction', 'it services', 'property management']","['Business Products & Services', 'Healthcare', 'Real Estate & Construction']"
474,Snowe,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
475,Chumbak,"['consumer goods', 'accessories', 'home & garden', 'ecommerce', 'Retail', 'fashion']",['Retail']
476,Artel Video Systems,"['consumer goods', 'electronics', 'satellite', 'Manufacturing & Industrial', 'consumer electronics', 'communication equipment', 'telecommunications']",['Manufacturing & Industrial']
477,Lofelt,"['consumer goods', 'electronics', 'Technology']",['Technology']
478,Micro Center,"['consumer goods', 'electronics', 'consumer electronics', 'distribution', 'Retail', 'electronic components']",['Retail']
479,Steinhoff International,"['consumer goods', 'holding company', 'clothing', 'vehicles', 'Retail', 'furniture']",['Retail']
480,Ettitude,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
481,Beats Electronics,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'wireless', 'Technology']","['Manufacturing & Industrial', 'Technology']"
482,Conair,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'health & beauty', 'appliances']",['Manufacturing & Industrial']
483,B&Q,"['flooring', 'consumer goods', 'home improvement', 'home & garden', 'ecommerce', 'Retail', 'furniture']",['Retail']
484,Hammock Boutique,"['consumer goods', 'Retail', 'bcorp']",['Retail']
485,Able Industrial Products,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'chemicals']",['Manufacturing & Industrial']
486,Ayurshakha,"['consumer goods', 'health & beauty', 'pharma', 'ecommerce', 'Retail', 'marketplace']",['Retail']
487,HandyHome,"['consumer goods', 'Real Estate & Construction', 'it services', 'Technology']","['Real Estate & Construction', 'Technology']"
488,Holiday Companies,"['Food & Beverage', 'consumer goods', 'petroleum', 'Retail', 'Energy & Utilities']","['Food & Beverage', 'Retail', 'Energy & Utilities']"
489,einhorn,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
490,GrillSymbol,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
491,Olympic Arms,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'firearms']",['Manufacturing & Industrial']
492,BEFORE Brands,"['consumer goods', 'Healthcare', 'supplements', 'Retail']","['Healthcare', 'Retail']"
493,gDiapers,"['consumer goods', 'kids', 'Retail', 'bcorp']",['Retail']
494,Beach Camera,"['consumer goods', 'electronics', 'consumer electronics', 'distribution', 'Retail']",['Retail']
495,Goxip,"['consumer goods', 'distribution', 'ecommerce', 'platform', 'Retail', 'fashion', 'marketplace']",['Retail']
496,The Avedis Zildjian Company,"['media', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'music']",['Manufacturing & Industrial']
497,Glatt Stove,"['consumer goods', 'Manufacturing & Industrial', 'energy services', 'Healthcare', 'distribution', 'ecommerce', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Healthcare', 'Retail']"
498,Fiskars,"['consumer goods', 'Manufacturing & Industrial', 'home & garden']",['Manufacturing & Industrial']
499,KitchenAid,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'home & garden', 'appliances']",['Manufacturing & Industrial']
500,VESTEL,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'appliances', 'lighting']",['Manufacturing & Industrial']
501,Naya Health,"[""women's health"", 'consumer goods', 'healthtech', 'Healthcare']",['Healthcare']
502,Wuestenrot or Wuerttembergische (W&W),"['financial management', 'Financial Services']",['Financial Services']
503,Friction Free Shaving,"['consumer goods', 'health & beauty', 'ecommerce', 'Retail']",['Retail']
504,Chesapeake Bay Candle,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
505,Manpacks,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
506,Banvit,"['Food & Beverage', 'consumer goods', 'distribution']",['Food & Beverage']
507,Selk'bag USA,"['consumer goods', 'Manufacturing & Industrial', 'clothing']",['Manufacturing & Industrial']
508,Amica,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'distribution', 'appliances']",['Manufacturing & Industrial']
509,Classic Specs,"['consumer goods', 'ecommerce', 'Retail', 'fashion', 'eyewear']",['Retail']
510,KOKUYO,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'accessories', 'packaging', 'furniture']",['Manufacturing & Industrial']
511,AKDY Imports,"['consumer goods', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial']
512,Wilson Combat,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'firearms']",['Manufacturing & Industrial']
513,Mobovida,"['consumer goods', 'Retail', 'mobile app']",['Retail']
514,Card Isle,"['gift cards', 'consumer goods', 'Media & Entertainment']",['Media & Entertainment']
515,Ekornes,"['consumer goods', 'luxury', 'Retail', 'home building', 'furniture']",['Retail']
516,Copia,"['consumer goods', 'delivery', 'ecommerce', 'Retail']",['Retail']
517,Amplify Snack Brands,"['Food & Beverage', 'consumer goods', 'packaging', 'Retail', 'nutrition']","['Food & Beverage', 'Retail']"
518,Innox Trading,"['consumer goods', 'pharmacy', 'pharma', 'ecommerce', 'Retail']",['Retail']
519,Best Products,"['consumer goods', 'social networks', 'Media & Entertainment', 'platform', 'Technology']","['Media & Entertainment', 'Technology']"
520,Wadi,"['consumer goods', 'ecommerce', 'Retail', 'marketplace']",['Retail']
521,Jamo,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'sound', 'audio']",['Manufacturing & Industrial']
522,Bespoke Post,"['consumer goods', 'lifestyle', 'Retail']",['Retail']
523,Mommy's Bliss,"['consumer goods', 'Healthcare', 'fitness & wellness']",['Healthcare']
524,Combat Gent,"['consumer goods', 'ecommerce', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail']
525,Balsam Brands,"['consumer goods', 'interior design', 'Retail']",['Retail']
526,FANCHEST,"['consumer goods', 'ecommerce', 'gifts', 'Retail']",['Retail']
527,Bellroy,"['consumer goods', 'Manufacturing & Industrial', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
528,Dazadi,"['consumer goods', 'toys', 'games', 'ecommerce', 'fitness & wellness', 'Retail', 'furniture']",['Retail']
529,check24,"['consumer goods', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']"
530,Motherlove Herbal Company,"['consumer goods', 'health & beauty', 'Retail', 'bcorp']",['Retail']
531,Papier,"['printing', 'consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
532,Mejuri,"['consumer goods', 'luxury', 'ecommerce', 'jewellery', 'lifestyle', 'Retail', 'fashion']",['Retail']
533,Horizn Studios,"['consumer goods', 'Manufacturing & Industrial', 'Travel & Leisure', 'Retail']","['Manufacturing & Industrial', 'Travel & Leisure', 'Retail']"
534,Studio Calico,"['consumer goods', 'Retail']",['Retail']
535,Migros Ticaret,"['Food & Beverage', 'consumer goods']",['Food & Beverage']
536,ConsumerSearch,"['media', 'consumer goods', 'Business Products & Services']",['Business Products & Services']
537,Bixbee,"['consumer goods', 'Retail', 'bcorp']",['Retail']
538,Starkey Hearing Technologies,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'medical devices', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']"
539,GladRags,"[""women's health"", 'consumer goods', 'Healthcare', 'bcorp']",['Healthcare']
540,Simmons First National,"['mortgages', 'Financial Services', 'commercial banks', 'banks']",['Financial Services']
541,Full Circle Home,"['consumer goods', 'Retail', 'bcorp']",['Retail']
542,HealthKart,"['consumer goods', 'consumer products & services', 'sport', 'Healthcare', 'ecommerce', 'fitness & wellness', 'Retail']","['Healthcare', 'Retail']"
543,EZPrints,"['printing', 'consumer goods', 'Manufacturing & Industrial', 'photography']",['Manufacturing & Industrial']
544,Greca,"['consumer goods', 'Retail', 'bcorp']",['Retail']
545,Gristedes,"['Food & Beverage', 'groceries', 'consumer goods', 'supermarkets', 'Retail']","['Food & Beverage', 'Retail']"
546,Godrej,"['consumer goods', 'Manufacturing & Industrial', 'Real Estate & Construction', 'appliances', 'agritech']","['Manufacturing & Industrial', 'Real Estate & Construction']"
547,SmokingPipes.com,"['consumer goods', 'Retail']",['Retail']
548,Cafe Coffee Day,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'hospitality', 'delivery', 'restaurant', 'beverages', 'Retail', 'nutrition']","['Food & Beverage', 'Manufacturing & Industrial', 'Retail']"
549,Merchandize Liquidators,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
550,Beam Technologies,"['consumer goods', 'healthtech', 'dental', 'insurance', 'Technology']",['Technology']
551,Kesko,"['Food & Beverage', 'conglomerates', 'groceries', 'consumer goods', 'sport', 'machinery', 'home improvement', 'Automotive & Transportation', 'home & garden', 'Real Estate & Construction', 'Retail']","['Food & Beverage', 'Automotive & Transportation', 'Real Estate & Construction', 'Retail']"
552,Kit Tech,"['consumer goods', 'Technology', 'search']",['Technology']
553,Good Cloth,"['consumer goods', 'accessories', 'ecommerce', 'clothing', 'interior design', 'Retail', 'fashion', 'bcorp']",['Retail']
554,Farm Dog Naturals,"['consumer goods', 'Manufacturing & Industrial', 'supplements', 'bcorp', 'nutrition']",['Manufacturing & Industrial']
555,All Across Africa,"['consumer goods', 'Retail', 'bcorp']",['Retail']
556,FGS&Co.,"['consumer goods', 'accessories', 'distribution', 'clothing', 'Retail', 'bcorp']",['Retail']
557,BigBuy,"['consumer goods', 'ecommerce', 'Retail', 'shipping']",['Retail']
558,Manutan International,"['consumer goods', 'distribution', 'Retail']",['Retail']
559,Meliora Cleaning Products,"['consumer goods', 'Retail', 'bcorp']",['Retail']
560,Purely Lush,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'luxury', 'ecommerce', 'Retail', 'fashion', 'furniture']","['Manufacturing & Industrial', 'Retail']"
561,Upworthy,"['news', 'video content', 'Media & Entertainment', 'platform', 'video', 'publishing']",['Media & Entertainment']
562,Skylar,"['consumer goods', 'cosmetics', 'ecommerce', 'Retail']",['Retail']
563,Water Pik,"['consumer goods', 'Manufacturing & Industrial', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']"
564,Manicube,"['consumer goods', 'Business Products & Services']",['Business Products & Services']
565,FloBeds,"['mattress', 'consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
566,Colorescience,"['consumer goods', 'health & beauty', 'cosmetics', 'distribution', 'Retail']",['Retail']
567,IdeaStream Consumer Products,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
568,L'OCCITANE,"['consumer goods', 'health & beauty', 'cosmetics', 'Retail']",['Retail']
569,Pittards,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
570,Phlur,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
571,Rolex,"['consumer goods', 'Manufacturing & Industrial', 'watches', 'jewellery', 'Retail']","['Manufacturing & Industrial', 'Retail']"
572,Maya Network,"['consumer goods', 'Retail', 'electronic components']",['Retail']
573,Atlanta Light Bulbs,"['consumer goods', 'Manufacturing & Industrial', 'project management', 'distribution', 'recycling', 'lighting']",['Manufacturing & Industrial']
