,amount,date,displayName,name,sharePrice,sharesIssued,stage,totalSharesOutstanding
1252,5000000.0 USD,5/6/19,Chumbak,Matrix Partners India,,,Series D,
1253,3288700.0 USD,11/28/17,Chumbak,SeedFund,,,Unattributed,
1254,3288700.0 USD,11/28/17,Chumbak,Gaja Capital,,,Unattributed,
1255,3288700.0 USD,11/28/17,Chumbak,Matrix Partners India,,,Unattributed,
1256,3288700.0 USD,11/28/17,Chumbak,Narayan Ramachandran,,,Unattributed,
1257,13197300.0 USD,5/1/17,Chumbak,BlackSoil,,,Unattributed,
1258,448965.0 USD,11/1/16,Chumbak,Narayan Ramachandran,,,Debt,
1259,,5/20/14,Chumbak,SeedFund,,,Series A,
1260,,5/20/14,Chumbak,Matrix Partners India,,,Series A,
1261,1080000.0 USD,11/14/17,Lofelt,Horizons Ventures,,,Series A,
1262,1080000.0 USD,11/14/17,Lofelt,coparion,,,Series A,
1263,1080000.0 USD,11/14/17,Lofelt,Q Venture Partners,,,Series A,
1264,1080000.0 USD,11/14/17,Lofelt,GR Capital,,,Series A,
1265,1080000.0 USD,11/14/17,Lofelt,WOLFMAN.ONE,,,Series A,
1266,448457.6666666667 USD,10/10/16,Lofelt,Horizons Ventures,,,Historical,
1267,448457.6666666667 USD,10/10/16,Lofelt,Kickstarter,,,Historical,
1268,448457.6666666667 USD,10/10/16,Lofelt,Investitionsbank Berlin,,,Historical,
1269,500000000.0 USD,9/27/13,Beats Electronics,The Carule Group,,,Private Equity,
1270,300000000.0 USD,8/11/11,Beats Electronics,HTC Corp,,,Unattributed,
1271,250000.0 USD,7/1/15,HandyHome,Bessemer Venture Partners,,,Unattributed,
1272,250000.0 USD,7/1/15,HandyHome,Kae Capital,,,Unattributed,
1273,35000000.0 USD,3/20/17,BEFORE Brands,Gurnet Point Capital,,,Series B,
1274,436666.6666666667 USD,10/5/16,BEFORE Brands,Jeff Weiner,,,Series A,
1275,436666.6666666667 USD,10/5/16,BEFORE Brands,Anne Wojcicki,,,Series A,
1276,436666.6666666667 USD,10/5/16,BEFORE Brands,Gurnet Point Capital,,,Series A,
1277,436666.6666666667 USD,10/5/16,BEFORE Brands,David Wolkoff,,,Series A,
1278,436666.6666666667 USD,10/5/16,BEFORE Brands,Stephanie Winston Wolkoff,,,Series A,
1279,436666.6666666667 USD,10/5/16,BEFORE Brands,Lisette Weiner,,,Series A,
1280,436666.6666666667 USD,10/5/16,BEFORE Brands,Melanie Staggs,,,Series A,
1281,436666.6666666667 USD,10/5/16,BEFORE Brands,Tom Staggs,,,Series A,
1282,436666.6666666667 USD,10/5/16,BEFORE Brands,Shirley Orsak,,,Series A,
1283,436666.6666666667 USD,10/5/16,BEFORE Brands,Mike Orsak,,,Series A,
1284,436666.6666666667 USD,10/5/16,BEFORE Brands,Julie Menin,,,Series A,
1285,436666.6666666667 USD,10/5/16,BEFORE Brands,Bruce Menin,,,Series A,
1286,436666.6666666667 USD,10/5/16,BEFORE Brands,Michelle Lubetzky,,,Series A,
1287,436666.6666666667 USD,10/5/16,BEFORE Brands,Rebecca Lainovic,,,Series A,
1288,436666.6666666667 USD,10/5/16,BEFORE Brands,Sacha Lainovic,,,Series A,
1289,436666.6666666667 USD,10/5/16,BEFORE Brands,Scott Kepner,,,Series A,
1290,436666.6666666667 USD,10/5/16,BEFORE Brands,Melissa Kepner,,,Series A,
1291,436666.6666666667 USD,10/5/16,BEFORE Brands,Alan Hartman,,,Series A,
1292,436666.6666666667 USD,10/5/16,BEFORE Brands,KIM HARTMAN,,,Series A,
1293,436666.6666666667 USD,10/5/16,BEFORE Brands,Linda Friend,,,Series A,
1294,436666.6666666667 USD,10/5/16,BEFORE Brands,Bill Friend,,,Series A,
1295,436666.6666666667 USD,10/5/16,BEFORE Brands,Katherine Collins,,,Series A,
1296,436666.6666666667 USD,10/5/16,BEFORE Brands,Michele Barakett,,,Series A,
1297,436666.6666666667 USD,10/5/16,BEFORE Brands,Tim Barakett,,,Series A,
1298,436666.6666666667 USD,10/5/16,BEFORE Brands,Dave Bunning,,,Series A,
1299,436666.6666666667 USD,10/5/16,BEFORE Brands,Denise Dunning,,,Series A,
1300,436666.6666666667 USD,10/5/16,BEFORE Brands,Justine Arrillaga,,,Series A,
1301,436666.6666666667 USD,10/5/16,BEFORE Brands,John Arrillaga,,,Series A,
1302,436666.6666666667 USD,10/5/16,BEFORE Brands,Dan Aronson,,,Series A,
1303,436666.6666666667 USD,10/5/16,BEFORE Brands,Martha Goldberg Aronson,,,Series A,
1304,700000.0 USD,10/30/18,Goxip,Meitu,,,Unattributed,
1305,700000.0 USD,10/30/18,Goxip,Convoy Global Holdings,,,Unattributed,
1306,1000000.0 USD,1/26/18,Goxip,Meitu,,,Series A,
1307,1000000.0 USD,1/26/18,Goxip,Chryseis Tan,,,Series A,
1308,1000000.0 USD,1/26/18,Goxip,Iman Allana,,,Series A,
1309,1000000.0 USD,1/26/18,Goxip,The Mills Fabrica Fund,,,Series A,
1310,1000000.0 USD,1/26/18,Goxip,Sabrina Ho,,,Series A,
1311,810000.0 USD,5/19/16,Goxip,Ardent Capital,,,Seed,
1312,810000.0 USD,5/19/16,Goxip,Chryseis Tan,,,Seed,
1313,780000.0 USD,4/25/16,Naya Health,S-Cubed Capital,,,Seed,
1314,780000.0 USD,4/25/16,Naya Health,Tandem Capital,,,Seed,
1315,780000.0 USD,4/25/16,Naya Health,Astia Angels,,,Seed,
1316,780000.0 USD,4/25/16,Naya Health,StartX,,,Seed,
1317,780000.0 USD,4/25/16,Naya Health,Bojiang Capital,,,Seed,
1318,220000.0 USD,4/5/17,Friction Free Shaving,Athene Capital,,,Historical,
1319,38461.53846153846 USD,8/1/11,Manpacks,Kima Ventures,,,Seed,
1320,38461.53846153846 USD,8/1/11,Manpacks,500 Startups,,,Seed,
1321,38461.53846153846 USD,8/1/11,Manpacks,Venture51,,,Seed,
1322,38461.53846153846 USD,8/1/11,Manpacks,Dave McClure,,,Seed,
1323,38461.53846153846 USD,8/1/11,Manpacks,David Hauser,,,Seed,
1324,38461.53846153846 USD,8/1/11,Manpacks,Betaspring,,,Seed,
1325,38461.53846153846 USD,8/1/11,Manpacks,Dan Martell,,,Seed,
1326,38461.53846153846 USD,8/1/11,Manpacks,Paul Singh,,,Seed,
1327,38461.53846153846 USD,8/1/11,Manpacks,David Beyer,,,Seed,
1328,38461.53846153846 USD,8/1/11,Manpacks,Chipper Boulas,,,Seed,
1329,38461.53846153846 USD,8/1/11,Manpacks,Luc Levesque,,,Seed,
1330,38461.53846153846 USD,8/1/11,Manpacks,Dylan Parker,,,Seed,
1331,38461.53846153846 USD,8/1/11,Manpacks,Adam McNamara,,,Seed,
1332,,2/22/17,Classic Specs,Initialized Capital,,,Historical,
1333,1000000.0 USD,8/1/14,Mobovida,Tom Cole,,,Unattributed,
1334,600000.0 USD,10/1/15,Card Isle,Techstars,,,Seed,
1335,480000.0 USD,8/10/15,Card Isle,Right Side Capital Management,,,Historical,
1336,,4/18/17,Copia,Data Collective,,,Historical,
1337,33500000.0 USD,2/14/16,Wadi,Al Tayyar,,,Series A,
1338,33500000.0 USD,2/14/16,Wadi,Middle East Internet Group,,,Series A,
1339,2000000.0 USD,10/18/17,Bespoke Post,Entrepreneurs Roundtable Accelerator,,,Series A,
1340,2000000.0 USD,10/18/17,Bespoke Post,Scout Ventures,,,Series A,
1341,2000000.0 USD,10/18/17,Bespoke Post,Walden Venture Capital,,,Series A,
1342,2000000.0 USD,10/18/17,Bespoke Post,KiwiVenture Partners,,,Series A,
1343,230000.0 USD,6/19/13,Combat Gent,Greycroft Partners,,,Seed,
1344,230000.0 USD,6/19/13,Combat Gent,Maveron,,,Seed,
1345,230000.0 USD,6/19/13,Combat Gent,Point Nine Capital,,,Seed,
1346,230000.0 USD,6/19/13,Combat Gent,MHS Capital,,,Seed,
1347,230000.0 USD,6/19/13,Combat Gent,Brian Spaly,,,Seed,
1348,230000.0 USD,6/19/13,Combat Gent,Naxuri Capital,,,Seed,
1349,230000.0 USD,6/19/13,Combat Gent,Blazer Ventures,,,Seed,
1350,230000.0 USD,6/19/13,Combat Gent,VTF Capital (fka VegasTechFund),,,Seed,
1351,800000.0 USD,12/13/17,FANCHEST,Drew Brees,,,Seed,
1352,800000.0 USD,12/13/17,FANCHEST,GoAhead Ventures,,,Seed,
1353,800000.0 USD,12/13/17,FANCHEST,Connected VC,,,Seed,
1354,800000.0 USD,12/13/17,FANCHEST,Nicholas Horbaczewski,,,Seed,
1355,800000.0 USD,12/13/17,FANCHEST,Von Miller,,,Seed,
1356,,4/15/05,check24,Accel Partners,,,Unattributed,
1357,3654533.3333333335 USD,9/4/19,Papier,Beringea,,,Unattributed,
1358,3654533.3333333335 USD,9/4/19,Papier,JamJar Investments,,,Unattributed,
1359,3654533.3333333335 USD,9/4/19,Papier,Downing Ventures,,,Unattributed,
1360,1290000.0 USD,5/16/17,Papier,JamJar Investments,,,Series A,
1361,1290000.0 USD,5/16/17,Papier,Felix Capital,,,Series A,
1362,1290000.0 USD,5/16/17,Papier,Downing Ventures,,,Series A,
1363,4600000.0 USD,4/26/19,Mejuri,New Enterprise Associates,,,Series B,
1364,4600000.0 USD,4/26/19,Mejuri,Felix Capital,,,Series B,
1365,4600000.0 USD,4/26/19,Mejuri,DASH Ventures,,,Series B,
1366,4600000.0 USD,4/26/19,Mejuri,Incite Ventures,,,Series B,
1367,4600000.0 USD,4/26/19,Mejuri,BDC Capital’s Women in Technology Venture Fund,,,Series B,
1368,5000000.0 USD,9/4/18,Mejuri,Felix Capital,,,Series A,
1369,,2/16/16,Mejuri,500 Startups,,,Seed,
1370,,2/16/16,Mejuri,500 Startups Canada,,,Seed,
1371,44050.0 USD,12/1/14,Mejuri,FounderFuel,,,Seed,
1372,1470748.3333333333 USD,1/7/19,Horizn Studios,Project A Ventures,,,Series B,
1373,1470748.3333333333 USD,1/7/19,Horizn Studios,Astutia Ventures,,,Series B,
1374,1470748.3333333333 USD,1/7/19,Horizn Studios,Tarsadia Investments,,,Series B,
1375,1470748.3333333333 USD,1/7/19,Horizn Studios,Vorwerk Ventures,,,Series B,
1376,1470748.3333333333 USD,1/7/19,Horizn Studios,Milano Investment Partners,,,Series B,
1377,1470748.3333333333 USD,1/7/19,Horizn Studios,Perpetual Investments,,,Series B,
1378,857142.8571428572 USD,12/14/16,Horizn Studios,Project A Ventures,,,Series A,
1379,857142.8571428572 USD,12/14/16,Horizn Studios,Vorwerk Direct Selling Ventures,,,Series A,
1380,857142.8571428572 USD,12/14/16,Horizn Studios,Monkfish Equity,,,Series A,
1381,857142.8571428572 USD,12/14/16,Horizn Studios,U-Start,,,Series A,
1382,857142.8571428572 USD,12/14/16,Horizn Studios,Franz Koch,,,Series A,
1383,857142.8571428572 USD,12/14/16,Horizn Studios,Dietrich Becker,,,Series A,
1384,857142.8571428572 USD,12/14/16,Horizn Studios,Claus Sendlinger,,,Series A,
1385,680000.0 USD,4/29/16,Horizn Studios,Project A Ventures,,,Seed,
1386,680000.0 USD,4/29/16,Horizn Studios,Vorwerk Direct Selling Ventures,,,Seed,
1387,680000.0 USD,4/29/16,Horizn Studios,Franz Koch,,,Seed,
1388,680000.0 USD,4/29/16,Horizn Studios,Dietrich Becker,,,Seed,
1389,680000.0 USD,4/29/16,Horizn Studios,Claus Sendlinger,,,Seed,
1390,6250000.0 USD,5/10/19,HealthKart,Omidyar Network,,,Series G,
1391,6250000.0 USD,5/10/19,HealthKart,Sofina,,,Series G,
1392,6250000.0 USD,5/10/19,HealthKart,Kae Capital,,,Series G,
1393,6250000.0 USD,5/10/19,HealthKart,Sequoia Capital India,,,Series G,
1394,10000000.0 USD,10/25/18,HealthKart,Sequoia Capital India,,,Unattributed,
1395,6000000.0 USD,8/1/16,HealthKart,Sequoia Capital,,,Series E,
1396,6000000.0 USD,8/1/16,HealthKart,Kae Capital,,,Series E,
1397,,6/7/13,HealthKart,Intel Capital,,,Series B,
1398,8000000.0 USD,1/9/07,EZPrints,General Catalyst,,,Series A,
1399,3350000.0 USD,1/9/07,EZPrints,Novitas Capital,,,Historical,
1400,3350000.0 USD,1/9/07,EZPrints,Deutsche Bank Alex. Brown,,,Historical,
1401,,9/24/12,Cafe Coffee Day,Brand Capital,,,Unattributed,
1402,20000000.0 USD,10/21/06,Cafe Coffee Day,Sequoia Capital,,,Unattributed,
1403,27500000.0 USD,5/29/19,Beam Technologies,Georgian Partners,,,Series D,
1404,27500000.0 USD,5/29/19,Beam Technologies,Drive Capital,,,Series D,
1405,11250000.0 USD,5/15/18,Beam Technologies,Kleiner Perkins Caufield & Byers,,,Series C,
1406,11250000.0 USD,5/15/18,Beam Technologies,Lucas Swisher,,,Series C,
1407,2750000.0 USD,10/26/17,Beam Technologies,Drive Capital,,,Series B,
1408,2750000.0 USD,10/26/17,Beam Technologies,Lewis & Clark Ventures,,,Series B,
1409,1810000.0 USD,8/8/14,Beam Technologies,Rock Health,,,Historical,
1410,1810000.0 USD,8/8/14,Beam Technologies,Rock Health,,,Historical,
1411,1810000.0 USD,8/8/14,Beam Technologies,Drive Capital,,,Historical,
1412,357142.85714285716 USD,11/15/16,Kit Tech,Social Capital,,,Seed,
1413,357142.85714285716 USD,11/15/16,Kit Tech,Expa,,,Seed,
1414,357142.85714285716 USD,11/15/16,Kit Tech,Ellen Pao,,,Seed,
1415,357142.85714285716 USD,11/15/16,Kit Tech,Precursor Ventures,,,Seed,
1416,357142.85714285716 USD,11/15/16,Kit Tech,Black Angel Tech Fund,,,Seed,
1417,357142.85714285716 USD,11/15/16,Kit Tech,Authentic Ventures,,,Seed,
1418,357142.85714285716 USD,11/15/16,Kit Tech,April Underwood,,,Seed,
1419,,11/11/16,Kit Tech,Authentic Ventures,,,Seed,
1420,2000000.0 USD,9/16/13,Upworthy,Spark Capital,,,Series A,
1421,2000000.0 USD,9/16/13,Upworthy,Catamount Ventures,,,Series A,
1422,2000000.0 USD,9/16/13,Upworthy,Klee Irwin,,,Series A,
1423,2000000.0 USD,9/16/13,Upworthy,Flight Ventures,,,Series A,
1424,1600000.0 USD,2/13/19,Skylar,Upfront Ventures,,,Series A,
1425,1600000.0 USD,2/13/19,Skylar,FirstMark Capital,,,Series A,
1426,1600000.0 USD,2/13/19,Skylar,Amplify.LA,,,Series A,
1427,1600000.0 USD,2/13/19,Skylar,GingerBread Capital,,,Series A,
1428,1600000.0 USD,2/13/19,Skylar,Beth Ferreira,,,Series A,
1429,600000.0 USD,1/22/18,Skylar,Upfront Ventures,,,Seed,
1430,600000.0 USD,1/22/18,Skylar,Amplify.LA,,,Seed,
1431,600000.0 USD,1/22/18,Skylar,Brian Lee,,,Seed,
1432,600000.0 USD,1/22/18,Skylar,Deborah Benton,,,Seed,
1433,600000.0 USD,1/22/18,Skylar,Brilliant Ventures,,,Seed,
1434,,11/16/17,Skylar,Amplify.LA,,,Unattributed,
1435,5000000.0 USD,4/21/14,Manicube,Bain Capital Ventures,,,Series A,
1436,15000000.0 USD,7/21/17,Colorescience,1315 Capital,,,Series C,
1437,6500000.0 USD,2/18/16,Colorescience,Bridge Bank,,,Debt,
1438,15000000.0 USD,9/16/14,Colorescience,Longwood Founders Fund,,,Series B,
1439,5000000.0 USD,6/11/13,Colorescience,Montreux Equity Partners,,,Series A,
1440,5000000.0 USD,6/11/13,Colorescience,Split Rock Partners,,,Series A,
1441,2333333.3333333335 USD,6/25/19,Phlur,Next Coast Ventures,,,Series A-1,
1442,2333333.3333333335 USD,6/25/19,Phlur,Symrise,,,Series A-1,
1443,2333333.3333333335 USD,6/25/19,Phlur,Belcorp,,,Series A-1,
1444,6000000.0 USD,3/19/18,Phlur,Symrise,,,Series A,
1445,1525000.0 USD,7/23/17,Phlur,Joey Levin,,,Historical,
1446,1525000.0 USD,7/23/17,Phlur,Next Coast Ventures,,,Historical,
1447,1525000.0 USD,7/23/17,Phlur,Eric Korman,,,Historical,
1448,1525000.0 USD,7/23/17,Phlur,Roger Farah,,,Historical,
1449,221428.57142857142 USD,5/30/17,Supr Daily,Great Oaks Venture Capital,,,Unattributed,
1450,221428.57142857142 USD,5/30/17,Supr Daily,Jared Friedman,,,Unattributed,
1451,221428.57142857142 USD,5/30/17,Supr Daily,Paul Buchheit,,,Unattributed,
1452,221428.57142857142 USD,5/30/17,Supr Daily,Soma Capital,,,Unattributed,
1453,221428.57142857142 USD,5/30/17,Supr Daily,Arab Angel Fund,,,Unattributed,
1454,221428.57142857142 USD,5/30/17,Supr Daily,Roger E. Egan,,,Unattributed,
1455,221428.57142857142 USD,5/30/17,Supr Daily,122 West Ventures,,,Unattributed,
1456,20000.0 USD,3/7/17,Supr Daily,Y Combinator,,,Seed,
1457,20000.0 USD,3/7/17,Supr Daily,Apoorv Ranjan Sharma,,,Seed,
1458,20000.0 USD,3/7/17,Supr Daily,Krishna Jhujhunwala,,,Seed,
1459,20000.0 USD,3/7/17,Supr Daily,Venture Catalysts,,,Seed,
1460,20000.0 USD,3/7/17,Supr Daily,Anil Jain,,,Seed,
1461,20000.0 USD,3/7/17,Supr Daily,Anuj Golecha,,,Seed,
1462,,3/10/16,Pacific Market International,Endeavour Capital,,,Unattributed,
1463,3113000.0 USD,3/20/17,Florismart,Beaubridge,,,Unattributed,
1464,30000000.0 USD,1/31/19,BRANDLESS,Redpoint Ventures,,,Series C,
1465,30000000.0 USD,1/31/19,BRANDLESS,New Enterprise Associates,,,Series C,
1466,30000000.0 USD,1/31/19,BRANDLESS,Sherpa Capital,,,Series C,
1467,30000000.0 USD,1/31/19,BRANDLESS,Jeffrey Housenbold,,,Series C,
1468,30000000.0 USD,1/31/19,BRANDLESS,GV,,,Series C,
1469,30000000.0 USD,1/31/19,BRANDLESS,Jon Sakoda,,,Series C,
1470,30000000.0 USD,1/31/19,BRANDLESS,SoftBank Vision Fund,,,Series C,
1471,30000000.0 USD,1/31/19,BRANDLESS,Justin Wilson,,,Series C,
1472,11666666.666666666 USD,7/11/17,BRANDLESS,New Enterprise Associates,,,Series B,
1473,11666666.666666666 USD,7/11/17,BRANDLESS,Cowboy Ventures,,,Series B,
1474,11666666.666666666 USD,7/11/17,BRANDLESS,GV,,,Series B,
1475,,5/3/17,BRANDLESS,Redpoint Ventures,,,Historical,
1476,10000000.0 USD,10/1/99,Tallan,Canaan Partners,,,Series A,
1477,10000000.0 USD,10/1/99,Tallan,Morgan Stanley Dean Witter,,,Series A,
1478,10000000.0 USD,10/1/99,Tallan,J.H. Whitney & Co,,,Series A,
1479,4000000.0 USD,5/10/18,BorderX Lab,Hillhouse Capital Group,,,Series B,
1480,4000000.0 USD,5/10/18,BorderX Lab,Welight Capital,,,Series B,
1481,4000000.0 USD,5/10/18,BorderX Lab,Kleiner Perkins,,,Series B,
1482,4000000.0 USD,5/10/18,BorderX Lab,CBC (China Broadband Capital),,,Series B,
1483,4000000.0 USD,5/10/18,BorderX Lab,iFly Venture Capital,,,Series B,
1484,1250000.0 USD,7/2/17,Smilo,Norwest Venture Partners - NVP,,,Seed,
1485,1000000.0 USD,7/2/17,Smilo,Norwest Venture Partners - NVP,,,Historical,
1486,1000000.0 USD,7/2/17,Smilo,Brand Foundry Ventures,,,Historical,
1487,275000.0 USD,2/6/18,Beauty By Design,Ludlow Ventures,,,Seed,
1488,275000.0 USD,2/6/18,Beauty By Design,Resolute.vc,,,Seed,
1489,275000.0 USD,2/6/18,Beauty By Design,TenOneTen Ventures,,,Seed,
1490,275000.0 USD,2/6/18,Beauty By Design,Spencer Rascoff,,,Seed,
1491,275000.0 USD,2/6/18,Beauty By Design,Troy Capital Partners,,,Seed,
1492,275000.0 USD,2/6/18,Beauty By Design,Rob Chesney,,,Seed,
1493,275000.0 USD,2/6/18,Beauty By Design,Andy Weissman,,,Seed,
1494,275000.0 USD,2/6/18,Beauty By Design,Terry Boyle,,,Seed,
1495,90333333.33333333 USD,11/15/18,Instacart,Coatue Management,,,Series F-1,
1496,90333333.33333333 USD,11/15/18,Instacart,Tiger Global Management,,,Series F-1,
1497,90333333.33333333 USD,11/15/18,Instacart,Valiant Capital,,,Series F-1,
1498,600000000.0 USD,10/16/18,Instacart,D1 Capital Partners,,,Series F,
1499,21428571.42857143 USD,4/5/18,Instacart,Kleiner Perkins Caufield & Byers,,,Series E-1,
1500,21428571.42857143 USD,4/5/18,Instacart,Sequoia Capital,,,Series E-1,
1501,21428571.42857143 USD,4/5/18,Instacart,Khosla Ventures,,,Series E-1,
1502,21428571.42857143 USD,4/5/18,Instacart,Andreessen Horowitz,,,Series E-1,
1503,21428571.42857143 USD,4/5/18,Instacart,Thrive Capital,,,Series E-1,
1504,21428571.42857143 USD,4/5/18,Instacart,Coatue Management,,,Series E-1,
1505,21428571.42857143 USD,4/5/18,Instacart,Glade Brook Capital Partners,,,Series E-1,
1506,100000000.0 USD,2/12/18,Instacart,Coatue Management,,,Series E,
1507,100000000.0 USD,2/12/18,Instacart,Glade Brook Capital Partners,,,Series E,
1508,100000000.0 USD,3/8/17,Instacart,Kleiner Perkins Caufield & Byers,,,Series D,
1509,100000000.0 USD,3/8/17,Instacart,Sequoia Capital,,,Series D,
1510,100000000.0 USD,3/8/17,Instacart,Andreessen Horowitz,,,Series D,
1511,100000000.0 USD,3/8/17,Instacart,Whole Foods Market,,,Series D,
1512,,3/10/16,Instacart,Whole Foods Market,,,Unattributed,
1513,24444393.777777776 USD,1/13/15,Instacart,Kleiner Perkins Caufield & Byers,66.55222,367296.4444,Series C,
1514,24444393.777777776 USD,1/13/15,Instacart,Sequoia Capital,66.55222,367296.4444,Series C,
1515,24444393.777777776 USD,1/13/15,Instacart,Comcast Ventures,66.55222,367296.4444,Series C,
1516,24444393.777777776 USD,1/13/15,Instacart,Khosla Ventures,66.55222,367296.4444,Series C,
1517,24444393.777777776 USD,1/13/15,Instacart,Valiant Capital Partners,66.55222,367296.4444,Series C,
1518,24444393.777777776 USD,1/13/15,Instacart,Andreessen Horowitz,66.55222,367296.4444,Series C,
1519,24444393.777777776 USD,1/13/15,Instacart,Thrive Capital,66.55222,367296.4444,Series C,
1520,24444393.777777776 USD,1/13/15,Instacart,Dragoneer Investment Group,66.55222,367296.4444,Series C,
1521,24444393.777777776 USD,1/13/15,Instacart,GSV Ventures,66.55222,367296.4444,Series C,
1522,5003394.333333333 USD,6/1/14,Instacart,Sequoia Capital,14.89636,335880.3333,Series B,
1523,5003394.333333333 USD,6/1/14,Instacart,Khosla Ventures,14.89636,335880.3333,Series B,
1524,5003394.333333333 USD,6/1/14,Instacart,Canaan Partners,14.89636,335880.3333,Series B,
1525,5003394.333333333 USD,6/1/14,Instacart,Andreessen Horowitz,14.89636,335880.3333,Series B,
1526,5003394.333333333 USD,6/1/14,Instacart,Aaron Levie,14.89636,335880.3333,Series B,
1527,5003394.333333333 USD,6/1/14,Instacart,Sam Altman,14.89636,335880.3333,Series B,
1528,5003394.333333333 USD,6/1/14,Instacart,American Express Ventures,14.89636,335880.3333,Series B,
1529,5003394.333333333 USD,6/1/14,Instacart,Adeyemi Ajao,14.89636,335880.3333,Series B,
1530,5003394.333333333 USD,6/1/14,Instacart,Urizen Ventures I,14.89636,335880.3333,Series B,
1531,2028082.1666666667 USD,4/1/13,Instacart,Sequoia Capital,1.18717,1708333.333,Series A,
1532,2028082.1666666667 USD,4/1/13,Instacart,Khosla Ventures,1.18717,1708333.333,Series A,
1533,2028082.1666666667 USD,4/1/13,Instacart,Canaan Partners,1.18717,1708333.333,Series A,
1534,2028082.1666666667 USD,4/1/13,Instacart,SV Angel,1.18717,1708333.333,Series A,
1535,2028082.1666666667 USD,4/1/13,Instacart,FundersClub,1.18717,1708333.333,Series A,
1536,2028082.1666666667 USD,4/1/13,Instacart,Paul Buchheit,1.18717,1708333.333,Series A,
1537,460000.0 USD,10/25/12,Instacart,Khosla Ventures,,,Seed,
1538,460000.0 USD,10/25/12,Instacart,Canaan Partners,,,Seed,
1539,460000.0 USD,10/25/12,Instacart,Haystack,,,Seed,
1540,460000.0 USD,10/25/12,Instacart,FundersClub,,,Seed,
1541,460000.0 USD,10/25/12,Instacart,Semil Shah,,,Seed,
1542,,4/24/18,Bugaboo,Bain Capital Private Equity,,,Historical,
1543,28571428.57142857 USD,1/3/18,SomaLogic,ProQuest Investments,,,Private Equity,
1544,28571428.57142857 USD,1/3/18,SomaLogic,Visium Healthcare Partners,,,Private Equity,
1545,28571428.57142857 USD,1/3/18,SomaLogic,iCarbonX,,,Private Equity,
1546,28571428.57142857 USD,1/3/18,SomaLogic,Quest Diagnostics,,,Private Equity,
1547,28571428.57142857 USD,1/3/18,SomaLogic,Nan Fung Life Sciences,,,Private Equity,
1548,28571428.57142857 USD,1/3/18,SomaLogic,Madryn Asset Management,,,Private Equity,
1549,28571428.57142857 USD,1/3/18,SomaLogic,Otsuka Pharmaceutical,,,Private Equity,
1550,60500000.0 USD,3/1/16,SomaLogic,Visium Healthcare Partners,,,Unattributed,
1551,16500000.0 USD,11/21/14,SomaLogic,ProQuest Investments,,,Unattributed,
1552,,1/19/10,mytheresa.com,Acton Capital Partners,,,Unattributed,
1553,2000000.0 USD,7/2/18,Harper Wilde,CRV,,,Seed,
1554,,1/1/89,Nilfisk,Norwest Equity Partners (NEP),,,Private Equity,
1555,8000000.0 USD,3/21/08,Retrevo,Alloy Ventures,,,Series B,
1556,1600000.0 USD,12/1/06,Retrevo,Norwest Venture Partners - NVP,,,Series A,
1557,1600000.0 USD,12/1/06,Retrevo,Alloy Ventures,,,Series A,
1558,700000.0 USD,2/1/06,Retrevo,Alloy Ventures,,,Seed,
1559,900000.0 USD,10/16/18,The Flex Company,Y Combinator,,,Seed,
1560,900000.0 USD,10/16/18,The Flex Company,Quest Venture Partners,,,Seed,
1561,900000.0 USD,10/16/18,The Flex Company,Bow Capital,,,Seed,
1562,900000.0 USD,10/16/18,The Flex Company,Halogen Ventures,,,Seed,
1563,1000000.0 USD,8/21/16,The Flex Company,Y Combinator,,,Seed,
1564,120000.0 USD,5/21/16,The Flex Company,Y Combinator,,,Seed,
1565,,1/18/06,MSA Safety,Mineworkers Investment,,,Private Equity,
1566,5000000.0 USD,5/12/17,Twiggle,Korea Investment Partners,,,Series B,
1567,5000000.0 USD,5/12/17,Twiggle,MizMaa Ventures,,,Series B,
1568,5000000.0 USD,5/12/17,Twiggle,State of Mind Ventures,,,Series B,
1569,5300000.0 USD,5/31/16,Twiggle,Alibaba Capital Partners,,,Series A-2,
1570,2500000.0 USD,4/7/16,Twiggle,Yahoo! Japan,,,Series A-1,
1571,2500000.0 USD,4/7/16,Twiggle,YJ Capital,,,Series A-1,
1572,2500000.0 USD,4/7/16,Twiggle,Ronald Cohen,,,Series A-1,
1573,2500000.0 USD,4/7/16,Twiggle,State of Mind Ventures,,,Series A-1,
1574,2500000.0 USD,4/7/16,Twiggle,Prosus & Naspers,,,Series A-1,
1575,733333.3333333334 USD,11/1/14,Twiggle,Jeremy Yap,,,Seed,
1576,733333.3333333334 USD,11/1/14,Twiggle,State of Mind Ventures,,,Seed,
1577,733333.3333333334 USD,11/1/14,Twiggle,Gigi Levy Weiss,,,Seed,
1578,25000000.0 USD,2/1/16,Elevenia,SK Planet,,,Unattributed,
1579,25000000.0 USD,2/1/16,Elevenia,XL Axiata Tbk,,,Unattributed,
1580,9150000.0 USD,3/12/15,Elevenia,SK Planet,,,Unattributed,
1581,9150000.0 USD,3/12/15,Elevenia,XL Axiata Tbk,,,Unattributed,
1582,5809910.0 USD,1/18/19,SimplyCook,Octopus Investments,,,Series A,
1583,876666.6666666666 USD,7/31/17,SimplyCook,500 Startups,,,Unattributed,
1584,876666.6666666666 USD,7/31/17,SimplyCook,Episode 1,,,Unattributed,
1585,876666.6666666666 USD,7/31/17,SimplyCook,Maxfield Capital,,,Unattributed,
