,blacklisted,companyType,displayName,foundedYear,logo,parentCompany,stockTicker,stocksSummary,totalFunding,valuation
1058,[],public,Porceleyne Fles,1653,{'url': 'https://uploads4.craft.co/uploads/company/logo/13594xx/1359414/normal_4f0f0a8c71c7bb05.jpeg'},,PORF.AS,,0 USD,
1059,[],private,Universum,1988,{'url': 'https://uploads2.craft.co/uploads/company/logo/738xx/73889/normal_2seRJypz_400x400.png'},,,,0 USD,
1060,[],public,Graines Voltz,1985,{'url': 'https://uploads2.craft.co/uploads/company/logo/4036xx/403630/normal_1f9e1da664f734ae.png'},,GRVO.PA,,0 USD,
1061,[],public,ICA Gruppen,1917,{'url': 'https://uploads5.craft.co/uploads/company/logo/2297xx/229767/normal_fb30d634e7357d77.png'},,ICA.ST,,0 USD,
1062,[],public,Aquafil,1965,{'url': 'https://uploads5.craft.co/uploads/company/logo/5410xx/541027/normal_c5682b30e4df4440.png'},,ECNL.MI,,170752000 USD,
1063,[],public,Bozzuto's,1945,{'url': 'https://uploads1.craft.co/uploads/company/logo/2747xx/274759/normal_b6117b9652aa6b30.png'},,BOZZ,,0 USD,
1064,[],private,Marktek,1994,{'url': 'https://uploads1.craft.co/uploads/company/logo/7022xx/702266/normal_4be607b15da0c0a0.png'},,,,0 USD,
1065,[],private,Apollo Sprayers,1966,{'url': 'https://uploads1.craft.co/uploads/company/logo/9543xx/954305/normal_301b2afe94d3f6d8.png'},,,,0 USD,
1066,[],private,Stewart-MacDonald,1968,{'url': 'https://uploads2.craft.co/uploads/company/logo/13250xx/1325035/normal_a3547b3d0038ec9e.png'},,,,0 USD,
1067,[],private,N. Glantz & Son,1906,{'url': 'https://uploads5.craft.co/uploads/company/logo/8243xx/824395/normal_d9d085196d2b7579.jpg'},,,,0 USD,
1068,[],private,American Fiber & Finishing,1986,{'url': 'https://uploads5.craft.co/uploads/company/logo/5550xx/555036/normal_fb0350096cefb753.jpg'},,,,0 USD,
1069,[],private,Kenny Products,1985,{'url': 'https://uploads1.craft.co/uploads/company/logo/2853xx/285345/normal_ce3ee6bcc74aa204.png'},,,,0 USD,
1070,[],private,Ranco Industries,1978,{'url': 'https://uploads3.craft.co/uploads/company/logo/7114xx/711484/normal_921708dae7bf7b80.png'},,,,0 USD,
1071,[],private,Microframe,1985,{'url': 'https://uploads4.craft.co/uploads/company/logo/6804xx/680425/normal_c8ae63953ea33b16.jpeg'},,,,0 USD,
1072,[],private,UKAM Industrial Superhard Tools,1990,{'url': 'https://uploads3.craft.co/uploads/company/logo/3863xx/386380/normal_5f230ed39cd15888.png'},,,,0 USD,
1073,[],private,AXSA Imaging Solutions,1994,{'url': 'https://uploads2.craft.co/uploads/company/logo/8135xx/813538/normal_7b47911ebf326fd9.png'},,,,0 USD,
1074,[],private,In-Phase Technologies,1994,{'url': 'https://uploads2.craft.co/uploads/company/logo/7494xx/749489/normal_3d5e847253ab75eb.png'},,,,0 USD,
1075,[],private,Arlyn Scales,1978,{'url': 'https://uploads3.craft.co/uploads/company/logo/9070xx/907012/normal_c590cd4162add4e0.png'},,,,0 USD,
1076,[],private,J.L. Wingert,1983,{'url': 'https://uploads4.craft.co/uploads/company/logo/11845xx/1184563/normal_22b20e0ddb85137c.png'},,,,0 USD,
1077,[],private,U.S. Rigging Supply,1981,{'url': 'https://uploads4.craft.co/uploads/company/logo/12222xx/1222288/normal_25913c9fadb1820c.jpg'},,,,0 USD,
1078,[],private,Soundproofing America,2004,{'url': 'https://uploads1.craft.co/uploads/company/logo/13639xx/1363990/normal_c319249cbdddf0da.jpg'},,,,0 USD,
1079,[],private,Milano Digital,1982,{'url': 'https://uploads1.craft.co/uploads/company/logo/4919xx/491970/normal_477565896f658cfe.jpg'},,,,0 USD,
1080,[],private,Lovevery,,{'url': 'https://uploads5.craft.co/uploads/company/logo/13498xx/1349880/normal_556e4e85471858b0.jpg'},,,,0 USD,
1081,[],private,Clean Earth Systems,1993,{'url': 'https://uploads2.craft.co/uploads/company/logo/7871xx/787189/normal_27044c69926e1338.png'},,,,0 USD,
1082,[],private,Indiana Stamp,1947,{'url': 'https://uploads1.craft.co/uploads/company/logo/9667xx/966711/normal_4fd880680534ff3c.jpg'},,,,0 USD,
1083,[],private,JKL Components,1972,{'url': 'https://uploads3.craft.co/uploads/company/logo/9314xx/931416/normal_72b079890389ce20.jpeg'},,,,0 USD,
1084,[],private,H. A. Guden,1920,{'url': 'https://uploads5.craft.co/uploads/company/logo/11821xx/1182174/normal_3bbae02386529ab6.png'},,,,0 USD,
1085,[],private,Minor Rubber,1914,{'url': 'https://uploads2.craft.co/uploads/company/logo/11949xx/1194924/normal_aed88a02107880e9.png'},,,,0 USD,
1086,[],private,NorMed,1974,{'url': 'https://uploads1.craft.co/uploads/company/logo/6822xx/682253/normal_eeece4eeb3e7b3db.png'},,,,0 USD,
1087,[],private,FastVision,2002,{'url': 'https://uploads1.craft.co/uploads/company/logo/6944xx/694496/normal_b1627c4e90423528.png'},,,,0 USD,
1088,[],private,Larson Electronics,1973,{'url': 'https://uploads3.craft.co/uploads/company/logo/13266xx/1326692/normal_c980f86ecabd8e23.jpg'},,,,0 USD,
1089,[],private,Cospolich,1937,{'url': 'https://uploads4.craft.co/uploads/company/logo/12474xx/1247446/normal_dc841c696816e240.png'},,,,0 USD,
1090,[],private,P&R Technologies,1960,{'url': 'https://uploads4.craft.co/uploads/company/logo/12507xx/1250781/normal_573ebd79531017b7.jpg'},,,,0 USD,
1091,[],private,Farwest Paint Manufacturing,1925,{'url': 'https://uploads4.craft.co/uploads/company/logo/12323xx/1232343/normal_93c697729d4a4904.jpg'},,,,0 USD,
1092,[],private,Big Creek Lumber,1946,{'url': 'https://uploads1.craft.co/uploads/company/logo/13029xx/1302906/normal_5ab41689c8f72766.png'},,,,0 USD,
1093,[],private,Kappler,1976,{'url': 'https://uploads2.craft.co/uploads/company/logo/8448xx/844867/normal_75efd6728b01db9a.jpg'},,,,0 USD,
1094,[],private,Colonial Needle,1888,{'url': 'https://uploads1.craft.co/uploads/company/logo/9141xx/914123/normal_d66b3061dff2aa86.jpg'},,,,0 USD,
1095,[],private,The Original Bungee,1996,{'url': 'https://uploads1.craft.co/uploads/company/logo/13631xx/1363187/normal_678d2f7f96d7a1eb.jpg'},,,,0 USD,
1096,[],private,Avco Key & Novelty,1957,{'url': 'https://uploads1.craft.co/uploads/company/logo/13632xx/1363282/normal_1e91875734f7f8c1.png'},,,,0 USD,
1097,[],private,Nordic Group of Companies,1947,{'url': 'https://uploads2.craft.co/uploads/company/logo/13633xx/1363329/normal_12d41a6916d2f845.png'},,,,0 USD,
1098,[],private,GCJ,2008,{'url': 'https://uploads3.craft.co/uploads/company/logo/13634xx/1363416/normal_ae1d13c62aeb53c7.png'},,,,0 USD,
1099,[],private,Globe Scientific,1983,{'url': 'https://uploads3.craft.co/uploads/company/logo/3229xx/322911/normal_e2bf28a9cdbfcf52.png'},,,,0 USD,
1100,[],private,Modern Pacific Corporation,2005,{'url': 'https://uploads3.craft.co/uploads/company/logo/8594xx/859421/normal_4177fa0fc9493dbc.jpg'},,,,0 USD,
1101,[],private,Mocap,1982,{'url': 'https://uploads2.craft.co/uploads/company/logo/5006xx/500628/normal_4c01c4a63ee6b47d.png'},,,,0 USD,
1102,[],private,Hedstrom,1913,{'url': 'https://uploads2.craft.co/uploads/company/logo/5828xx/582860/normal_7935add1dc7fd029.png'},,,,0 USD,
1103,[],private,Quintana Supply,1990,{'url': 'https://uploads2.craft.co/uploads/company/logo/10037xx/1003706/normal_98e88d3dc81daa41.jpg'},,,,0 USD,
1104,[],private,Osgood Textile,1948,{'url': 'https://uploads5.craft.co/uploads/company/logo/7818xx/781806/normal_8eb95a5ed63f6397.jpg'},,,,0 USD,
1105,[],private,Updater,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/752xx/75225/normal_f41a089a09ba5215.png'},,,,97500000 USD,
1106,[],private,Meller Optics,1921,{'url': 'https://uploads2.craft.co/uploads/company/logo/4245xx/424536/normal_e77c948fdf0c9502.png'},,,,0 USD,
1107,[],subsidiary,Medallic Art,1903,{'url': 'https://uploads5.craft.co/uploads/company/logo/4170xx/417032/normal_ba02536ed30b8933.png'},,,,0 USD,
1108,[],private,Whitehead Industrial Hardware,1972,{'url': 'https://uploads5.craft.co/uploads/company/logo/4131xx/413154/normal_225c228116c2c8ba.png'},,,,0 USD,
1109,[],private,Ram Products,1988,{'url': 'https://uploads1.craft.co/uploads/company/logo/4361xx/436138/normal_d7cd4a268440a763.png'},,,,0 USD,
1110,[],private,The Crowd Controller,2001,{'url': 'https://uploads4.craft.co/uploads/company/logo/13633xx/1363303/normal_9c9fdbab541802a7.png'},,,,0 USD,
1111,[],private,RapidSupplies.com,1995,{'url': 'https://uploads4.craft.co/uploads/company/logo/13632xx/1363279/normal_d0d8adb2aec834de.jpg'},,,,0 USD,
1112,[],private,Cowlitz River Rigging,1987,{'url': 'https://uploads4.craft.co/uploads/company/logo/13631xx/1363182/normal_c3471d8f24ea4738.jpg'},,,,0 USD,
1113,[],private,Eldorado Climbing Walls,1994,{'url': 'https://uploads3.craft.co/uploads/company/logo/12971xx/1297149/normal_730a5c280533095e.png'},,,,0 USD,
1114,[],private,Sayre Enterprises,1987,{'url': 'https://uploads1.craft.co/uploads/company/logo/11750xx/1175001/normal_5b13a1e730cef1d2.png'},,,,0 USD,
1115,[],private,Electronic Displays,1981,{'url': 'https://uploads1.craft.co/uploads/company/logo/11237xx/1123746/normal_fa72428f17ef80ba.png'},,,,0 USD,
1116,[],private,RapidSupplies.com,1995,{'url': 'https://uploads4.craft.co/uploads/company/logo/13632xx/1363279/normal_d0d8adb2aec834de.jpg'},,,,0 USD,
1117,[],private,Cowlitz River Rigging,1987,{'url': 'https://uploads4.craft.co/uploads/company/logo/13631xx/1363182/normal_c3471d8f24ea4738.jpg'},,,,0 USD,
1118,[],private,Martek Industries,1974,{'url': 'https://uploads2.craft.co/uploads/company/logo/13639xx/1363991/normal_181d082e7ae38692.png'},,,,0 USD,
1119,[],private,Aeromicro,2006,{'url': 'https://uploads5.craft.co/uploads/company/logo/13641xx/1364164/normal_38ebd0202de5ea75.jpg'},,,,0 USD,
1120,[],private,Optical Gallery,1987,{'url': 'https://uploads5.craft.co/uploads/company/logo/13639xx/1363985/normal_22f85117965973d8.png'},,,,0 USD,
1121,[],private,Lampline Lighting,1999,{'url': 'https://uploads5.craft.co/uploads/company/logo/13640xx/1364014/normal_fa410c1bdc761ada.jpg'},,,,0 USD,
1122,[],private,Tecra Tools,1975,{'url': 'https://uploads1.craft.co/uploads/company/logo/955xx/95513/normal_804b68232c7f1f4f.png'},,,,0 USD,
1123,[],private,Abatement Technologies,1985,{'url': 'https://uploads5.craft.co/uploads/company/logo/9852xx/985264/normal_92df0a9fc2065703.png'},,,,0 USD,
1124,[],private,Schwaab,1881,{'url': 'https://uploads4.craft.co/uploads/company/logo/7321xx/732109/normal_8355ef068c37cb99.jpg'},,,,0 USD,
1125,[],private,Master Magnetics,1976,{'url': 'https://uploads2.craft.co/uploads/company/logo/13647xx/1364723/normal_aa4127f67b05324b.png'},,,,0 USD,
1126,[],private,Precision Fabrics Group,1988,{'url': 'https://uploads5.craft.co/uploads/company/logo/4339xx/433951/normal_db90d747dcddf2a2.png'},,,,0 USD,
1127,[],private,Edges Electrical Group,1948,{'url': 'https://uploads1.craft.co/uploads/company/logo/9726xx/972681/normal_7e2f59be0f18ee9d.png'},,,,0 USD,
1128,[],private,Web Direct Brands,2002,{'url': 'https://uploads5.craft.co/uploads/company/logo/13114xx/1311474/normal_6f740c1ef8a9ac67.png'},,,,0 USD,
1129,[],private,CDS Moving Equipment,1981,{'url': 'https://uploads5.craft.co/uploads/company/logo/11858xx/1185840/normal_6edec2a14be2fc0d.png'},,,,0 USD,
1130,[],private,CP Company,1975,{'url': 'https://uploads3.craft.co/uploads/company/logo/13640xx/1364041/normal_0b4af4c9bc9beba9.jpg'},,,,0 USD,
1131,[],private,Alca Fasteners,1977,{'url': 'https://uploads4.craft.co/uploads/company/logo/2511xx/251160/normal_e4432ac164442082.png'},,,,0 USD,
1132,[],private,Wellav Technologies,2005,{'url': 'https://uploads3.craft.co/uploads/company/logo/11373xx/1137321/normal_d78f00607dc1431c.png'},,,,0 USD,
1133,[],private,Midland Hardware,1949,{'url': 'https://uploads2.craft.co/uploads/company/logo/9768xx/976802/normal_ae813cdbdc29e90d.png'},,,,0 USD,
1134,[],private,Sonance,1982,{'url': 'https://uploads2.craft.co/uploads/company/logo/11408xx/1140856/normal_2a2fc045f7fb8ccb.png'},,,,0 USD,
1135,[],private,TKO Sports,1996,{'url': 'https://uploads1.craft.co/uploads/company/logo/9815xx/981514/normal_0f63848dcdf40db6.jpg'},,,,0 USD,
1136,[],subsidiary,OneSource Water,2005,{'url': 'https://uploads4.craft.co/uploads/company/logo/1722xx/172281/normal_6034d89d73c06365.png'},{'displayName': 'Waterlogic USA'},,,65130000 USD,
1137,[],subsidiary,Innocor,1996,{'url': 'https://uploads2.craft.co/uploads/company/logo/7487xx/748760/normal_c29e1bb06f0ae31e.png'},{'displayName': 'Bain Capital Private Equity'},,,0 USD,
1138,[],subsidiary,American Achievement Corporation,1913,{'url': 'https://uploads3.craft.co/uploads/company/logo/4300xx/430079/normal_d5118dae2d66625b.png'},,,,0 USD,
1139,[],private,Corep Lighting,1970,{'url': 'https://uploads5.craft.co/uploads/company/logo/2519xx/251900/normal_b6ad13000c18e264.png'},,MLCOR.PA,7270000.0,0 USD,
1140,[],public,VIP Industries,1971,{'url': 'https://uploads3.craft.co/uploads/company/logo/5409xx/540964/normal_7fd05e7e9b50ed20.png'},,VIPIND.NS,,0 USD,
1141,[],subsidiary,Thule Group,1942,{'url': 'https://uploads4.craft.co/uploads/company/logo/2841xx/284112/normal_4d7615e4fc6bab60.png'},,THULE,,0 USD,
1142,[],public,Hydraulique PB,1976,{'url': 'https://uploads1.craft.co/uploads/company/logo/2520xx/252053/normal_2fd18bdc74cea50d.jpg'},,MLHYD.PA,,0 USD,
1143,[],public,Jeronimo Martins,1792,{'url': 'https://uploads3.craft.co/uploads/company/logo/61xx/6129/normal_1f8f8a310d93706c.png'},,JMT.LS,,0 USD,
1144,[],public,Gabriel Holding,1851,{'url': 'https://uploads1.craft.co/uploads/company/logo/4894xx/489452/normal_969a64820eb4676a.png'},,GABR.CO,,0 USD,
1145,[],public,Jays Group,2006,{'url': 'https://uploads5.craft.co/uploads/company/logo/3270xx/327024/normal_3dc0205c52c4867b.png'},,JAYS.ST,,2000000 USD,
1146,[],public,Valsoia,1990,{'url': 'https://uploads5.craft.co/uploads/company/logo/3102xx/310231/normal_53ea87e27bc7525b.jpg'},,VLS.MI,,0 USD,
1147,[],public,Caterpillar,1925,{'url': 'https://uploads4.craft.co/uploads/company/logo/18xx/1811/normal_768px-Caterpillar_logo.png'},,CAT,67195630160.0,147500 USD,67195630160 USD
1148,[],subsidiary,Ainsworth Pet Nutrition,1933,{'url': 'https://uploads2.craft.co/uploads/company/logo/10492xx/1049287/normal_5b667979355f0006.PNG'},{'displayName': 'J.M. Smucker'},,,0 USD,
1149,[],public,Nireus Aquaculture,1988,{'url': 'https://uploads3.craft.co/uploads/company/logo/12220xx/1222013/normal_25eaa941ec351301.png'},,NIR.AT,,0 USD,
1150,[],public,Philippos Nakas,1937,{'url': 'https://uploads1.craft.co/uploads/company/logo/13592xx/1359245/normal_32943594106e12b8.jpg'},,NAKAS.AT,,0 USD,
1151,[],public,Kri Kri,1954,{'url': 'https://uploads4.craft.co/uploads/company/logo/13593xx/1359308/normal_849faa639cbd4953.png'},,KRI.AT,,0 USD,
1152,[],private,Function1,2007,{'url': 'https://uploads4.craft.co/uploads/company/logo/1729xx/172942/normal_b9c1844d01fe9025.jpg'},,,,0 USD,
1153,[],public,Scandinavian Tobacco,1961,{'url': 'https://uploads5.craft.co/uploads/company/logo/13575xx/1357582/normal_0741049fc01a152b.png'},,STG.CO,,0 USD,
1154,[],public,Nilorngruppen,1970,{'url': 'https://uploads1.craft.co/uploads/company/logo/11907xx/1190761/normal_604d96d70295f33f.jpg'},,NIL-B.ST,,0 USD,
1155,[],public,Svedbergs,1920,{'url': 'https://uploads2.craft.co/uploads/company/logo/13113xx/1311351/normal_ace923d983f641fb.png'},,SVED-B.ST,,0 USD,
1156,[],public,Swedol,1963,{'url': 'https://uploads4.craft.co/uploads/company/logo/13605xx/1360567/normal_8bb239c05880427c.png'},,SWOL-B.ST,,0 USD,
1157,[],public,Celik Halat,1962,{'url': 'https://uploads4.craft.co/uploads/company/logo/13610xx/1361022/normal_819b9177aa9d23b0.png'},,CELHA.IS,,0 USD,
1158,[],public,Vincenzo Zucchi,1920,{'url': 'https://uploads5.craft.co/uploads/company/logo/12596xx/1259678/normal_9b61968ffddc20ed.jpg'},,ZUC.MI,,0 USD,
1159,[],public,Funkwerk,1992,{'url': 'https://uploads5.craft.co/uploads/company/logo/6843xx/684374/normal_af5454d8f49d31c8.'},,FEW.F,,0 USD,
1160,[],public,Socfinaf,1951,{'url': 'https://uploads1.craft.co/uploads/company/logo/13594xx/1359406/normal_e08b8e4a4e5cca8f.png'},,SOFAF.XLUX,,0 USD,
1161,[],public,Invisio Communications,1999,{'url': 'https://uploads5.craft.co/uploads/company/logo/7025xx/702533/normal_e98358bae8cad680.png'},,IVSO.ST,,0 USD,
1162,[],public,Minerva Knitwear,1942,{'url': 'https://uploads1.craft.co/uploads/company/logo/9120xx/912083/normal_22b4473d2114a9d8.jpg'},,MIN.AT,,0 USD,
1163,[],private,Priceprice.com,2011,{'url': 'https://uploads5.craft.co/uploads/company/logo/13464xx/1346453/normal_d982ec133de4243a.png'},,,,0 USD,
1164,[],public,Bygghemma Group First,2006,{'url': 'https://uploads5.craft.co/uploads/company/logo/13604xx/1360460/normal_5ae4387efcfc5bca.png'},,BHG.ST,,0 USD,
1165,[],private,Food Service Group,1978,{'url': 'https://uploads3.craft.co/uploads/company/logo/13547xx/1354701/normal_53fedeb5d9a56bb3.png'},,,,0 USD,
1166,[],private,Green Park Brands,2016,{'url': 'https://uploads3.craft.co/uploads/company/logo/13497xx/1349750/normal_6941de5d144ff550.png'},,,,0 USD,
1167,[],private,Anstel,1976,{'url': 'https://uploads3.craft.co/uploads/company/logo/3557xx/355709/normal_492fa18e6270c47b.png'},,,,0 USD,
1168,[],private,Essel Group,1976,{'url': 'https://uploads4.craft.co/uploads/company/logo/2536xx/253679/normal_0cd0a075227ca120.jpg'},,,,0 USD,
1169,[],private,Ecologic Designs,,{'url': 'https://uploads1.craft.co/uploads/company/logo/2550xx/255096/normal_ef741ab3eb3cd0fd.png'},,,,0 USD,
1170,[],private,BSX Athletics,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/1673xx/167392/normal_1a085d23c392b97f.png'},,,,0 USD,
1171,[],private,Networks International Corporation,1986,{'url': 'https://uploads1.craft.co/uploads/company/logo/4724xx/472435/normal_40f179a334672b38.jpg'},,,,0 USD,
1172,[],private,Astrocom Electronics,1961,{'url': 'https://uploads1.craft.co/uploads/company/logo/11785xx/1178540/normal_ff5737b27b532ccf.jpg'},,,,0 USD,
1173,[],private,Wideband Systems,1998,{'url': 'https://uploads4.craft.co/uploads/company/logo/9985xx/998592/normal_c3d33330a36fbd29.gif'},,,,0 USD,
1174,[],private,DIANA Group,1981,{'url': 'https://uploads5.craft.co/uploads/company/logo/2515xx/251546/normal_66efd92e6fa2be13.png'},,,,0 USD,
1175,[],public,Cyprus Trading Corporation,1977,{'url': 'https://uploads1.craft.co/uploads/company/logo/12849xx/1284904/normal_188d45aecaeecf31.png'},,CTC.CY,,0 USD,
1176,[],public,Linz Textil Holding,1838,{'url': 'https://uploads1.craft.co/uploads/company/logo/8994xx/899435/normal_388ae95abef17118.png'},,LTH.VI,,0 USD,
1177,[],private,Nuluv,2017,{'url': 'https://uploads2.craft.co/uploads/company/logo/13748xx/1374881/normal_d21c69bbfbf17098.jpg'},,,,0 USD,
1178,[],public,LoopUp,2003,{'url': 'https://uploads4.craft.co/uploads/company/logo/1216xx/121628/normal_icon-app-store-new_iphone-v2.png'},,LOOP.L,117570000.0,0 USD,
1179,[],private,Evolution Design Systems,1999,{'url': 'https://uploads2.craft.co/uploads/company/logo/914xx/91470/normal_4e18b430c1f521e5.gif'},,,,0 USD,
1180,[],private,MicroCentric,1969,{'url': 'https://uploads2.craft.co/uploads/company/logo/6029xx/602979/normal_317032adc1e33ce2.png'},,,,0 USD,
1181,[],private,Jan-Al Cases,1983,{'url': 'https://uploads4.craft.co/uploads/company/logo/5732xx/573272/normal_c0180940a0b24fb7.png'},,,,0 USD,
1182,[],private,Gibson & Barnes,1977,{'url': 'https://uploads5.craft.co/uploads/company/logo/5752xx/575246/normal_6c76872ec8e2360a.png'},,,,0 USD,
1183,[],private,Purdy Electronics Corporation,1995,{'url': 'https://uploads5.craft.co/uploads/company/logo/5585xx/558526/normal_d1192309b6718732.png'},,,,0 USD,
1184,[],private,Web Commerce Partners,2005,{'url': 'https://uploads5.craft.co/uploads/company/logo/5566xx/556617/normal_176b5aa0ddeee80c.png'},,,,0 USD,
1185,[],private,San Jose Boiler Works,1922,{'url': 'https://uploads2.craft.co/uploads/company/logo/6726xx/672600/normal_64f3747fda5e0eae.jpg'},,,,0 USD,
1186,[],private,Work Tools International,1988,{'url': 'https://uploads2.craft.co/uploads/company/logo/6452xx/645203/normal_3bc03d4fbe94773e.jpg'},,,,0 USD,
1187,[],private,Galeton,1908,{'url': 'https://uploads1.craft.co/uploads/company/logo/6839xx/683942/normal_ea2c3ff33b566493.png'},,,,0 USD,
1188,[],private,Galeton,1908,{'url': 'https://uploads1.craft.co/uploads/company/logo/6839xx/683942/normal_ea2c3ff33b566493.png'},,,,0 USD,
1189,[],private,Parr Instrument,1899,{'url': 'https://uploads2.craft.co/uploads/company/logo/6423xx/642332/normal_021a9030fc450879.jpg'},,,,0 USD,
1190,[],private,Singer Equipment,1918,{'url': 'https://uploads2.craft.co/uploads/company/logo/4250xx/425017/normal_b8dedebecfdb6ab2.png'},,,,0 USD,
1191,[],private,Best Source Electronics,1997,{'url': 'https://uploads5.craft.co/uploads/company/logo/4167xx/416779/normal_5d66dc91c74c0e5e.png'},,,,0 USD,
1192,[],private,Amglo Kemlite Laboratories,1935,{'url': 'https://uploads5.craft.co/uploads/company/logo/9813xx/981394/normal_857c55d2c5ba4392.png'},,,,0 USD,
1193,[],private,DARE Electronics,1976,{'url': 'https://uploads4.craft.co/uploads/company/logo/10060xx/1006045/normal_2d4dc6b36fd60946.png'},,,,0 USD,
1194,[],private,Diamond Water Systems,1989,{'url': 'https://uploads5.craft.co/uploads/company/logo/9569xx/956995/normal_db09d9545eb1a695.png'},,,,0 USD,
1195,[],private,Suburban Wholesale Lighting,1989,{'url': 'https://uploads4.craft.co/uploads/company/logo/9329xx/932931/normal_02e0c7580c0e8cc7.png'},,,,0 USD,
1196,[],private,Textum,1996,{'url': 'https://uploads5.craft.co/uploads/company/logo/7325xx/732582/normal_09c04872efdc5ce8.png'},,,,0 USD,
1197,[],private,HLF Distributing,1993,{'url': 'https://uploads1.craft.co/uploads/company/logo/13631xx/1363135/normal_fb774e18a19780c1.png'},,,,0 USD,
1198,[],private,United Innovations,1994,{'url': 'https://uploads5.craft.co/uploads/company/logo/13632xx/1363278/normal_7be2ff1f61c0464c.png'},,,,0 USD,
1199,[],private,Critical Vac Filtration,1985,{'url': 'https://uploads3.craft.co/uploads/company/logo/13632xx/1363286/normal_f5babfee4e39cab9.png'},,,,0 USD,
1200,[],private,Coplan & Coplan,1989,{'url': 'https://uploads3.craft.co/uploads/company/logo/13632xx/1363220/normal_d4f70775d3d9c76d.png'},,,,0 USD,
1201,[],private,Symbiote,1984,{'url': 'https://uploads4.craft.co/uploads/company/logo/10696xx/1069624/normal_0bb39a393bf4a8fd.png'},,,,0 USD,
1202,[],private,Microscope World,2005,{'url': 'https://uploads3.craft.co/uploads/company/logo/10692xx/1069244/normal_06477048f64552e2.png'},,,,0 USD,
1203,[],private,Supracor,1982,{'url': 'https://uploads4.craft.co/uploads/company/logo/13068xx/1306821/normal_aa7b1193a8b42b4b.png'},,,,0 USD,
1204,[],private,Emblem Enterprises,1981,{'url': 'https://uploads1.craft.co/uploads/company/logo/12752xx/1275273/normal_72c9abc04f99b1ff.png'},,,,0 USD,
1205,[],private,Welch Fluorocarbon,1985,{'url': 'https://uploads1.craft.co/uploads/company/logo/12338xx/1233851/normal_082f43c360f6e333.jpeg'},,,,0 USD,
1206,[],private,Custom Case Company,1994,{'url': 'https://uploads3.craft.co/uploads/company/logo/12733xx/1273394/normal_1165bb10c6d8d04a.png'},,,,0 USD,
1207,[],private,ALL Magnetics,1985,{'url': 'https://uploads5.craft.co/uploads/company/logo/12096xx/1209613/normal_4439936ea47837d3.png'},,,,0 USD,
1208,[],private,Wholesale Marine,2012,{'url': 'https://uploads2.craft.co/uploads/company/logo/12199xx/1219929/normal_18825661c5e475f9.jpg'},,,,0 USD,
1209,[],private,BeiBei,2011,{'url': 'https://uploads3.craft.co/uploads/company/logo/2086xx/208678/normal_f5dafb803c5461d9.png'},,,,224300000 USD,
1210,[],private,West Shore Distributors,1985,{'url': 'https://uploads5.craft.co/uploads/company/logo/13639xx/1363946/normal_21bf1ba808b928cb.jpg'},,,,0 USD,
1211,[],private,Acorn Office Products,2005,{'url': 'https://uploads5.craft.co/uploads/company/logo/13642xx/1364262/normal_79a50a99258652da.jpg'},,,,0 USD,
1212,[],private,Vision Components,1995,{'url': 'https://uploads4.craft.co/uploads/company/logo/5774xx/577487/normal_9d69f104e1f0b6fa.png'},,,,0 USD,
1213,[],private,Microscope.com,1998,{'url': 'https://uploads1.craft.co/uploads/company/logo/5676xx/567621/normal_415e41ea3c36716f.png'},,,,0 USD,
1214,[],private,Star Poly Bag,1961,{'url': 'https://uploads5.craft.co/uploads/company/logo/5838xx/583816/normal_e70ef7956a8bb01a.jpg'},,,,0 USD,
1215,[],private,American Floor Mats,2007,{'url': 'https://uploads5.craft.co/uploads/company/logo/7908xx/790806/normal_3fbe823dd8f6eca8.jpg'},,,,0 USD,
1216,[],private,McGean,1929,{'url': 'https://uploads2.craft.co/uploads/company/logo/9293xx/929300/normal_d3a5213bd0a02ab8.png'},,,,0 USD,
1217,[],private,So-Low Environmental Equipment,1959,{'url': 'https://uploads5.craft.co/uploads/company/logo/6286xx/628631/normal_cfcad9a9dd1c50dd.png'},,,,0 USD,
1218,[],private,Silicon Imaging,2000,{'url': 'https://uploads3.craft.co/uploads/company/logo/6821xx/682176/normal_2a8afd2fa943c2bb.png'},,,,0 USD,
1219,[],private,BIDWELL Industrial Group,1987,{'url': 'https://uploads2.craft.co/uploads/company/logo/6694xx/669417/normal_3e353edc3ce09c2c.png'},,,,0 USD,
1220,[],private,Washington Professional Systems,1985,{'url': 'https://uploads1.craft.co/uploads/company/logo/12291xx/1229156/normal_5353f65bc38ca94a.png'},,,,0 USD,
1221,[],private,GVS Enterprises,1986,{'url': 'https://uploads4.craft.co/uploads/company/logo/13042xx/1304233/normal_0de538bce6945b20.png'},,,,0 USD,
1222,[],private,Supply Hero,2000,{'url': 'https://uploads5.craft.co/uploads/company/logo/13633xx/1363312/normal_949cc60d2ae421b4.png'},,,,0 USD,
1223,[],private,West Shore Distributors,1985,{'url': 'https://uploads5.craft.co/uploads/company/logo/13639xx/1363946/normal_21bf1ba808b928cb.jpg'},,,,0 USD,
1224,[],private,Acorn Office Products,2005,{'url': 'https://uploads5.craft.co/uploads/company/logo/13642xx/1364262/normal_79a50a99258652da.jpg'},,,,0 USD,
